champ,role,pickrate,winrate,banrate,rank,change
Elise,JUNGLE,7.71,53.17,8.7,plattogm,nerf
Evelynn,JUNGLE,4.73,51.89,14.37,plattogm,no change
Ezreal,ADC,10.41,48.94,1.53,plattogm,buff
Fiddlesticks,JUNGLE,4.13,53.44,4.97,plattogm,no change
Fiora,TOP,4.99,50.44,7.09,plattogm,no change
Fizz,MID,5.47,50.99,14.37,plattogm,no change
Galio,MID,5.58,53.79,3.06,plattogm,no change
Galio,SUPPORT,3.69,52.21,3.06,plattogm,no change
Gangplank,TOP,4.11,47.1,1.8,plattogm,no change
Gangplank,MID,0.57,45.51,1.8,plattogm,no change
Garen,TOP,5.58,52.44,2.73,plattogm,no change
Garen,MID,0.84,56.59,2.73,plattogm,no change
Gnar,TOP,9.61,51.72,4.62,plattogm,no change
Gragas,TOP,4.79,48.79,1.7,plattogm,no change
Gragas,JUNGLE,3.01,51.51,1.7,plattogm,no change
Gragas,SUPPORT,1.79,48.42,1.7,plattogm,no change
Graves,JUNGLE,11.56,47.58,18.72,plattogm,no change
Hecarim,JUNGLE,12.6,51.68,27.21,plattogm,no change
Heimerdinger,ADC,0.4,56.01,0.52,plattogm,no change
Heimerdinger,TOP,0.9,54.46,0.52,plattogm,no change
Heimerdinger,MID,0.73,52.7,0.52,plattogm,no change
Illaoi,TOP,1.99,48.76,2.06,plattogm,no change
Irelia,TOP,7.41,47.9,13.96,plattogm,no change
Irelia,MID,4.25,46.36,13.96,plattogm,no change
Ivern,JUNGLE,4.04,54.16,5.31,plattogm,nerf
Janna,SUPPORT,6.58,51.42,0.85,plattogm,no change
Jarvan IV,JUNGLE,2.99,52.28,0.22,plattogm,no change
Jarvan IV,SUPPORT,0.35,41.61,0.22,plattogm,no change
Jax,TOP,4.04,48.97,6.72,plattogm,no change
Jax,JUNGLE,0.98,49.62,6.28,plattogm,no change
Jayce,TOP,2.96,48.76,1.19,plattogm,no change
Jayce,MID,0.97,50.07,1.19,plattogm,no change
Jhin,ADC,25.25,51.47,12.41,plattogm,no change
Jinx,ADC,2.38,49.8,0.07,plattogm,tweak
Kai'Sa,ADC,37.57,52.19,30.12,plattogm,no change
Kalista,ADC,1.83,49.7,0.22,plattogm,no change
Karma,SUPPORT,4.75,48.55,0.27,plattogm,buff
Karma,MID,0.78,46.71,0.27,plattogm,buff
Karma,TOP,0.68,46.38,0.27,plattogm,buff
Karthus,JUNGLE,3.58,51.46,4.74,plattogm,no change
Karthus,ADC,0.51,52.47,4.74,plattogm,no change
Karthus,MID,0.42,51.48,4.74,plattogm,no change
Kassadin,MID,5.34,52.21,13.67,plattogm,no change
Katarina,MID,7.82,50.46,20.07,plattogm,no change
Kayle,TOP,1.58,52.04,0.56,plattogm,no change
Kayle,MID,0.35,50.52,0.58,plattogm,no change
Kayn,JUNGLE,9.53,50.8,14.54,plattogm,no change
Kennen,TOP,2.25,51.95,0.34,plattogm,no change
Kennen,MID,0.54,48.3,0.34,plattogm,no change
Kha'Zix,JUNGLE,10.26,51.95,19.8,plattogm,no change
Kindred,JUNGLE,3.42,48.55,1.43,plattogm,no change
Kled,TOP,2.04,53.23,0.85,plattogm,no change
Kled,MID,0.43,52.7,0.85,plattogm,no change
Kog'Maw,ADC,0.76,49.06,0.09,plattogm,no change
Kog'Maw,MID,0.11,48.48,0.07,plattogm,no change
LeBlanc,MID,3.55,47.7,2.84,plattogm,no change
Lee Sin,JUNGLE,8.59,47.6,2.58,plattogm,no change
Leona,SUPPORT,11.21,51.4,23.43,plattogm,no change
Lillia,JUNGLE,8.02,47.8,4.75,plattogm,no change
Lissandra,MID,1.76,52.43,0.26,plattogm,no change
Lissandra,TOP,0.25,51.55,0.29,plattogm,no change
Lucian,MID,4.97,46.88,6.05,plattogm,no change
Lucian,ADC,9.89,49.42,6.05,plattogm,no change
Lulu,SUPPORT,12.38,52.49,12.54,plattogm,no change
Lux,MID,3.59,52.58,0.68,plattogm,no change
Lux,SUPPORT,3.84,52.29,0.68,plattogm,no change
Malphite,TOP,7.6,52.72,15.54,plattogm,no change
Malphite,MID,1.26,51.41,15.54,plattogm,no change
Malzahar,MID,2.86,52.3,1.98,plattogm,no change
Malzahar,TOP,0.38,53.68,1.98,plattogm,no change
Maokai,SUPPORT,4.25,51.93,5,plattogm,no change
Maokai,TOP,0.83,54.21,5,plattogm,no change
Master Yi,JUNGLE,4,45.89,9.69,plattogm,no change
Miss Fortune,ADC,11.69,52.26,2.3,plattogm,no change
Mordekaiser,TOP,4.28,48.98,3.49,plattogm,buff
Mordekaiser,MID,0.55,54.3,3.49,plattogm,buff
Morgana,SUPPORT,6.51,50.36,24.79,plattogm,no change
Morgana,MID,0.93,51.53,24.79,plattogm,no change
Nami,SUPPORT,6.03,51.83,0.22,plattogm,no change
Nasus,TOP,3.37,51.76,1.95,plattogm,no change
Nautilus,SUPPORT,7.66,49.93,8,plattogm,no change
Neeko,MID,2.02,54.8,0.3,plattogm,no change
Neeko,TOP,0.43,52.86,0.3,plattogm,no change
Neeko,SUPPORT,0.69,48.38,0.3,plattogm,no change
Nidalee,JUNGLE,7.06,48.13,4.26,plattogm,no change
Nocturne,TOP,0.28,51.27,0.87,plattogm,no change
Nocturne,MID,0.44,50.8,0.75,plattogm,no change
Nocturne,JUNGLE,2.54,50.89,0.75,plattogm,no change
Olaf,JUNGLE,8.32,55.11,37.15,plattogm,nerf
Orianna,MID,6.04,49.69,0.57,plattogm,no change
Ornn,TOP,4.36,51.41,0.81,plattogm,no change
Pantheon,JUNGLE,6.04,52.17,29.35,plattogm,tweak
Pantheon,MID,3.97,54.22,29.35,plattogm,tweak
Pantheon,TOP,3.18,52.42,29.35,plattogm,tweak
Pantheon,SUPPORT,3.27,47.27,29.35,plattogm,tweak
Poppy,TOP,2.23,51.86,0.82,plattogm,no change
Poppy,JUNGLE,0.82,48.1,0.82,plattogm,no change
Pyke,MID,0.99,53.41,4.1,plattogm,no change
Pyke,SUPPORT,4.77,45.78,4.1,plattogm,no change
Qiyana,MID,2.19,48,0.55,plattogm,no change
Quinn,TOP,1.72,52.57,1.17,plattogm,no change
Quinn,MID,0.3,53.51,1.17,plattogm,no change
Rakan,SUPPORT,4.34,49.9,0.18,plattogm,no change
Rammus,JUNGLE,2.87,53.96,4.32,plattogm,tweak
Rek'Sai,JUNGLE,3.27,51.97,1.63,plattogm,no change
Rell,SUPPORT,6.68,52.79,5.66,plattogm,tweak
Renekton,TOP,8.09,49.29,9.95,plattogm,no change
Renekton,MID,1.45,53.8,9.95,plattogm,no change
Rengar,JUNGLE,3.69,51.34,5.14,plattogm,no change
Rengar,TOP,1.4,49.56,5.14,plattogm,no change
Riven,TOP,4.48,49.91,1.54,plattogm,buff
Riven,MID,0.69,56.4,1.54,plattogm,buff
Rumble,MID,1.47,51.78,0.36,plattogm,no change
Rumble,TOP,1.17,51.91,0.36,plattogm,no change
Ryze,MID,2.31,46.81,0.16,plattogm,no change
Ryze,TOP,0.82,43.45,0.16,plattogm,no change
Samira,ADC,15.19,47.23,46.53,plattogm,no change
Sejuani,JUNGLE,1.44,48.27,0.13,plattogm,no change
Senna,SUPPORT,8.52,50.65,4.25,plattogm,no change
Senna,ADC,8.73,52.36,4.25,plattogm,no change
Seraphine,SUPPORT,13.25,55.43,17.77,plattogm,nerf
Seraphine,MID,3.28,55.1,17.77,plattogm,nerf
Seraphine,ADC,1.88,59.23,17.77,plattogm,nerf
Sett,TOP,5.09,49.36,2.69,plattogm,no change
Sett,MID,1.3,51.04,2.69,plattogm,no change
Sett,SUPPORT,3.09,44.72,2.69,plattogm,no change
Shaco,JUNGLE,4.09,52.88,7.07,plattogm,no change
Shaco,SUPPORT,2.51,50.02,7.07,plattogm,no change
Shen,TOP,6.57,50.96,3.06,plattogm,no change
Shyvana,TOP,0.34,49.03,0.15,plattogm,tweak
Shyvana,JUNGLE,1.29,47.61,0.14,plattogm,tweak
Singed,MID,0.14,52.8,0.18,plattogm,buff
Singed,TOP,1.08,46.97,0.18,plattogm,buff
Sion,TOP,2.77,51.06,0.2,plattogm,no change
Sion,MID,0.35,55.2,0.2,plattogm,no change
Sivir,ADC,1.84,49.42,0.07,plattogm,no change
Skarner,TOP,0.2,55.5,0.27,plattogm,no change
Skarner,JUNGLE,1.66,56.24,0.29,plattogm,no change
Sona,SUPPORT,1.72,53.73,0.1,plattogm,no change
Soraka,SUPPORT,4.03,49.91,0.69,plattogm,no change
Swain,MID,0.8,57.65,2.48,plattogm,no change
Swain,ADC,1.03,55.96,2.48,plattogm,no change
Swain,SUPPORT,2.59,46.35,2.48,plattogm,no change
Sylas,MID,4.43,50.64,2.23,plattogm,tweak
Sylas,TOP,2.09,51.87,2.23,plattogm,tweak
Syndra,MID,4.51,48.05,1.01,plattogm,no change
Tahm Kench,TOP,0.49,50.9,0.13,plattogm,no change
Tahm Kench,SUPPORT,0.17,45.1,0.14,plattogm,no change
Taliyah,JUNGLE,7.28,52.23,7.57,plattogm,tweak
Talon,MID,3.31,51.06,1.68,plattogm,no change
Talon,TOP,0.43,54.75,1.68,plattogm,no change
Taric,SUPPORT,1.06,51.45,0.24,plattogm,no change
Teemo,TOP,2.54,51.56,1.92,plattogm,no change
Teemo,MID,0.35,48.68,1.92,plattogm,no change
Thresh,SUPPORT,17.8,51.45,10.16,plattogm,no change
Tristana,ADC,6.92,52.13,1.63,plattogm,no change
Tristana,MID,1.29,51.89,1.63,plattogm,no change
Trundle,TOP,0.39,51.28,0.13,plattogm,no change
Trundle,JUNGLE,0.83,47.24,0.13,plattogm,no change
Tryndamere,MID,0.34,54.56,1.54,plattogm,no change
Tryndamere,TOP,1.76,49.11,1.54,plattogm,no change
Twisted Fate,MID,7.2,50.45,0.91,plattogm,no change
Twitch,ADC,4.31,52.34,1.84,plattogm,no change
Twitch,SUPPORT,0.81,46.74,1.84,plattogm,no change
Udyr,JUNGLE,7.74,55.22,7.57,plattogm,nerf
Urgot,MID,0.32,58.51,1.23,plattogm,no change
Urgot,TOP,2.93,49.65,1.23,plattogm,no change
Varus,ADC,1.48,48.64,0.06,plattogm,no change
Varus,MID,0.16,46.68,0.06,plattogm,no change
Vayne,ADC,13.36,52.65,9.45,plattogm,no change
Veigar,ADC,0.35,51.08,0.3,plattogm,no change
Veigar,MID,1.78,48.28,0.3,plattogm,no change
Veigar,SUPPORT,0.27,50.87,0.34,plattogm,no change
Vel'Koz,MID,1.55,52.22,0.3,plattogm,no change
Vel'Koz,SUPPORT,1.43,49.48,0.3,plattogm,no change
Vi,JUNGLE,2.54,53.07,0.37,plattogm,no change
Viego,JUNGLE,10.73,46.73,36.71,plattogm,no change
Viego,MID,3.86,50.06,36.71,plattogm,no change
Viego,TOP,4.32,48.79,36.71,plattogm,no change
Viktor,MID,6.41,52.34,1.77,plattogm,no change
Vladimir,MID,3.7,49.66,4.05,plattogm,buff
Vladimir,TOP,1.66,50.71,4.05,plattogm,buff
Volibear,TOP,3.5,49.99,2.06,plattogm,no change
Volibear,JUNGLE,1.17,54.04,2.06,plattogm,no change
Warwick,TOP,0.7,49.19,0.49,plattogm,no change
Warwick,JUNGLE,1.96,49.12,0.49,plattogm,no change
Wukong,TOP,4.36,53.2,2.13,plattogm,no change
Wukong,JUNGLE,0.64,56.13,2.13,plattogm,no change
Xayah,ADC,5.12,48.94,0.18,plattogm,no change
Xerath,MID,2.01,50.36,0.84,plattogm,no change
Xerath,SUPPORT,1.88,47.89,0.84,plattogm,no change
Xin Zhao,JUNGLE,1.07,52.82,0.09,plattogm,no change
Yasuo,MID,7.71,48.76,16.21,plattogm,no change
Yasuo,TOP,2.08,49.43,16.21,plattogm,no change
Yasuo,ADC,1.36,48.05,16.21,plattogm,no change
Yone,MID,11.29,50.49,29.52,plattogm,no change
Yone,TOP,2.63,48.53,29.52,plattogm,no change
Yorick,MID,0.16,54.19,0.47,plattogm,no change
Yorick,TOP,1.11,48.37,0.4,plattogm,no change
Yuumi,SUPPORT,8.04,49.08,8.44,plattogm,no change
Zac,JUNGLE,2.65,47.8,0.86,plattogm,no change
Zed,MID,8.83,49.08,25.43,plattogm,no change
Ziggs,ADC,0.32,53.38,0.07,plattogm,no change
Ziggs,MID,1.08,50.31,0.07,plattogm,no change
Zilean,MID,0.55,55.46,0.41,plattogm,no change
Zilean,SUPPORT,2.42,52.81,0.41,plattogm,no change
Zoe,MID,5.03,48.55,3.58,plattogm,no change
Zyra,SUPPORT,2.24,50.53,0.64,plattogm,no change
Aatrox,TOP,5.91,50.12,5.11,plattogm,no change
Aatrox,MID,0.79,51.02,5.11,plattogm,no change
Ahri,MID,4.32,50.54,0.85,plattogm,no change
Akali,MID,2.8,44.61,7.98,plattogm,no change
Akali,TOP,1.39,43.68,7.98,plattogm,no change
Alistar,SUPPORT,11.59,50.76,4.25,plattogm,no change
Amumu,JUNGLE,1.58,46.34,0.67,plattogm,buff
Anivia,MID,5.47,53.52,15.91,plattogm,no change
Annie,MID,2.61,53.92,0.81,plattogm,no change
Aphelios,ADC,8.45,47.18,2.13,plattogm,no change
Ashe,ADC,5.62,52.58,0.66,plattogm,no change
Ashe,SUPPORT,0.96,43.46,0.66,plattogm,no change
Aurelion Sol,TOP,0.12,55.59,0.19,plattogm,no change
Aurelion Sol,MID,0.95,54.08,0.2,plattogm,no change
Azir,MID,2.93,46.43,0.37,plattogm,no change
Bard,SUPPORT,5.81,52.65,0.98,plattogm,no change
Blitzcrank,SUPPORT,4.99,51.27,4.86,plattogm,no change
Brand,MID,0.67,55.57,2.25,plattogm,no change
Brand,SUPPORT,2.67,49.75,2.25,plattogm,no change
Braum,SUPPORT,2,49.5,0.2,plattogm,buff
Caitlyn,ADC,4.85,48.13,1.88,plattogm,buff
Camille,TOP,12.69,51.21,21.68,plattogm,nerf
Cassiopeia,MID,2.72,50.33,1.3,plattogm,no change
Cassiopeia,TOP,0.61,53.24,1.3,plattogm,no change
Cho'Gath,TOP,3.96,54.46,1.45,plattogm,no change
Cho'Gath,MID,0.79,51.39,1.45,plattogm,no change
Corki,MID,1.22,52.62,0.13,plattogm,no change
Corki,TOP,0.17,52.78,0.13,plattogm,no change
Darius,TOP,7.52,53.47,33.01,plattogm,no change
Diana,MID,4.34,54.28,2.17,plattogm,no change
Dr. Mundo,JUNGLE,3.62,50.65,1.34,plattogm,no change
Dr. Mundo,TOP,0.96,49.65,1.34,plattogm,no change
Draven,ADC,3.96,51.51,3.09,plattogm,no change
Ekko,MID,5.22,51.59,7.19,plattogm,no change
Ekko,JUNGLE,6.77,50.1,7.19,plattogm,no change
Elise,JUNGLE,6.07,53.46,8.44,plattogm,no change
Evelynn,JUNGLE,4.93,51.07,13.68,plattogm,no change
Ezreal,ADC,18.06,47.85,2.23,plattogm,no change
Fiddlesticks,JUNGLE,4.52,53.62,4.68,plattogm,no change
Fiora,TOP,4.89,49.77,5.63,plattogm,buff
Fizz,MID,5.19,51.29,13.55,plattogm,no change
Galio,MID,5.56,53.78,3.52,plattogm,no change
Galio,SUPPORT,2.77,53.21,3.52,plattogm,no change
Gangplank,TOP,4.49,46.62,2,plattogm,no change
Gangplank,MID,0.6,46.48,2,plattogm,no change
Garen,TOP,5.89,53.03,3.33,plattogm,no change
Garen,MID,0.93,54.47,3.33,plattogm,no change
Gnar,TOP,11.75,51.57,7.84,plattogm,no change
Gragas,TOP,5.91,49.91,2.11,plattogm,no change
Gragas,JUNGLE,2.78,49.68,2.11,plattogm,no change
Gragas,SUPPORT,2.15,49.07,2.11,plattogm,no change
Graves,JUNGLE,11.44,48.76,11.47,plattogm,no change
Hecarim,JUNGLE,13.79,51.19,28.81,plattogm,no change
Heimerdinger,ADC,0.41,55.36,0.56,plattogm,no change
Heimerdinger,MID,0.7,56.45,0.56,plattogm,no change
Heimerdinger,TOP,0.88,53.77,0.56,plattogm,no change
Illaoi,TOP,1.88,46.75,1.85,plattogm,no change
Irelia,TOP,7.54,47.12,15.12,plattogm,no change
Irelia,MID,4.27,46.77,15.12,plattogm,no change
Ivern,JUNGLE,2.95,51.26,2.85,plattogm,no change
Janna,SUPPORT,5.94,50.64,0.7,plattogm,no change
Jarvan IV,JUNGLE,3.69,49.82,0.21,plattogm,no change
Jarvan IV,SUPPORT,0.38,43.07,0.21,plattogm,no change
Jax,TOP,3.91,48.43,6.11,plattogm,no change
Jax,JUNGLE,0.94,46.98,5.81,plattogm,no change
Jayce,TOP,3.35,49.24,1.07,plattogm,no change
Jayce,MID,1.04,51.53,1.07,plattogm,no change
Jhin,ADC,19.65,50.95,7.87,plattogm,no change
Jinx,ADC,6.41,51.38,0.28,plattogm,buff
Kai'Sa,ADC,33.39,52.37,40.54,plattogm,no change
Kalista,ADC,2.04,48.22,0.28,plattogm,no change
Kalista,TOP,0.24,44.98,0.25,plattogm,no change
Karma,SUPPORT,5.67,49.08,0.4,plattogm,no change
Karma,MID,0.96,45.76,0.4,plattogm,no change
Karthus,JUNGLE,5.04,53.46,8.76,plattogm,no change
Kassadin,MID,5.36,50.67,16.14,plattogm,no change
Katarina,MID,7.54,50.52,17.13,plattogm,buff
Kayle,TOP,1.45,51.98,0.41,plattogm,no change
Kayle,MID,0.32,52.81,0.42,plattogm,no change
Kayn,JUNGLE,9.04,50.21,10.79,plattogm,no change
Kennen,TOP,2.16,50.81,0.35,plattogm,no change
Kennen,MID,0.48,52.94,0.35,plattogm,no change
Kha'Zix,JUNGLE,10.3,53.53,16.21,plattogm,no change
Kindred,JUNGLE,3.38,50.21,1.22,plattogm,no change
Kled,MID,0.41,54.95,0.74,plattogm,no change
Kled,TOP,1.86,48.69,0.74,plattogm,no change
Kog'Maw,MID,0.12,48.45,0.07,plattogm,no change
Kog'Maw,ADC,0.63,44.7,0.07,plattogm,no change
LeBlanc,MID,3.24,48.43,2.48,plattogm,no change
Lee Sin,JUNGLE,7.58,47.55,2.02,plattogm,buff
Leona,SUPPORT,10.63,50.36,20.42,plattogm,no change
Lillia,JUNGLE,8.57,47.5,4.94,plattogm,no change
Lissandra,MID,1.77,54.28,0.26,plattogm,no change
Lissandra,TOP,0.23,52.25,0.28,plattogm,no change
Lucian,MID,4.56,48.05,5.22,plattogm,no change
Lucian,ADC,7.64,49.93,5.22,plattogm,no change
Lulu,SUPPORT,12.02,50.25,11.14,plattogm,no change
Lux,MID,3.45,54.03,0.62,plattogm,no change
Lux,SUPPORT,3.61,47.09,0.62,plattogm,no change
Malphite,TOP,7.7,51.59,13.54,plattogm,no change
Malphite,MID,1.15,51.83,13.54,plattogm,no change
Malzahar,MID,2.7,52.76,1.98,plattogm,no change
Malzahar,TOP,0.37,54.95,2.33,plattogm,no change
Maokai,SUPPORT,2.8,54.65,1.46,plattogm,no change
Maokai,TOP,0.94,54.15,1.46,plattogm,no change
Master Yi,JUNGLE,3.82,50.45,7.68,plattogm,no change
Miss Fortune,ADC,8.34,51.86,1.03,plattogm,no change
Mordekaiser,TOP,4.58,51,3.62,plattogm,no change
Mordekaiser,MID,0.63,52.79,3.62,plattogm,no change
Morgana,SUPPORT,6.31,50.15,22.67,plattogm,no change
Morgana,MID,0.89,51.77,22.67,plattogm,no change
Nami,SUPPORT,5.16,52.37,0.16,plattogm,no change
Nasus,TOP,3.33,50.25,1.96,plattogm,no change
Nautilus,SUPPORT,7.57,48.78,7.58,plattogm,no change
Neeko,MID,2.17,52.57,0.33,plattogm,no change
Neeko,TOP,0.47,53.45,0.33,plattogm,no change
Neeko,SUPPORT,0.6,48.35,0.33,plattogm,no change
Nidalee,JUNGLE,7.41,49.22,4.95,plattogm,no change
Nocturne,TOP,0.37,55.21,0.84,plattogm,no change
Nocturne,MID,0.44,55.71,0.84,plattogm,no change
Nocturne,JUNGLE,2.88,51.5,0.84,plattogm,no change
Olaf,JUNGLE,4.91,52.16,19.45,plattogm,no change
Orianna,MID,6.76,50.69,0.76,plattogm,no change
Ornn,TOP,4.04,51.97,0.63,plattogm,no change
Pantheon,MID,3.09,51.34,18.01,plattogm,no change
Pantheon,TOP,2.14,50.04,18.01,plattogm,no change
Pantheon,SUPPORT,2.46,46.53,18.01,plattogm,no change
Pantheon,JUNGLE,1.72,45.6,18.01,plattogm,no change
Poppy,TOP,2.1,52.51,0.72,plattogm,no change
Poppy,JUNGLE,0.77,50.26,0.72,plattogm,no change
Pyke,MID,1.14,53.96,3.83,plattogm,no change
Pyke,SUPPORT,4.89,47.48,3.83,plattogm,no change
Qiyana,MID,2.38,50.2,0.51,plattogm,no change
Quinn,TOP,1.92,51.96,1.06,plattogm,no change
Quinn,MID,0.31,56.19,1.06,plattogm,no change
Rakan,SUPPORT,4.67,50.67,0.19,plattogm,no change
Rammus,JUNGLE,3.47,55.64,5.03,plattogm,no change
Rek'Sai,JUNGLE,3.83,51.86,1.96,plattogm,no change
Rell,SUPPORT,10.67,52.05,13.97,plattogm,no change
Renekton,TOP,7.31,49.53,11.2,plattogm,nerf
Renekton,MID,1.43,52.1,11.2,plattogm,nerf
Rengar,JUNGLE,4.42,51.61,5.56,plattogm,no change
Rengar,TOP,1.42,47.1,5.56,plattogm,no change
Riven,TOP,6.64,53.35,3.23,plattogm,no change
Riven,MID,0.96,53.92,3.23,plattogm,no change
Rumble,MID,1.55,51.85,0.35,plattogm,no change
Rumble,TOP,1.34,50.09,0.35,plattogm,no change
Ryze,MID,2.81,47.47,0.2,plattogm,no change
Ryze,TOP,0.92,46.28,0.2,plattogm,no change
Samira,ADC,14.11,49.48,43.73,plattogm,tweak
Sejuani,JUNGLE,1.43,48.95,0.11,plattogm,no change
Senna,SUPPORT,9.05,49.1,13.69,plattogm,no change
Senna,ADC,13.92,51.91,13.69,plattogm,no change
Seraphine,SUPPORT,13.25,52.6,27.7,plattogm,no change
Seraphine,MID,2.85,52.79,27.7,plattogm,no change
Seraphine,ADC,1.86,57.43,27.7,plattogm,no change
Sett,TOP,4.77,51.28,2.28,plattogm,no change
Sett,MID,1.37,50.41,2.28,plattogm,no change
Sett,SUPPORT,2.68,43.31,2.28,plattogm,no change
Shaco,JUNGLE,4.53,51.83,7.11,plattogm,no change
Shaco,SUPPORT,2.41,52.84,7.11,plattogm,no change
Shen,TOP,6.09,52.64,2.41,plattogm,no change
Shyvana,JUNGLE,3.77,51.63,1.12,plattogm,no change
Singed,TOP,1.62,52.72,0.25,plattogm,no change
Singed,MID,0.22,52.75,0.23,plattogm,no change
Sion,TOP,2.92,52.68,0.19,plattogm,no change
Sion,MID,0.35,60.02,0.19,plattogm,no change
Sivir,ADC,3.53,51.61,0.17,plattogm,no change
Skarner,JUNGLE,3.23,54.46,1.08,plattogm,nerf
Sona,SUPPORT,1.85,52.78,0.12,plattogm,no change
Soraka,SUPPORT,2.99,46.67,0.33,plattogm,buff
Swain,ADC,0.8,57.03,2.09,plattogm,no change
Swain,MID,0.86,53.65,2.09,plattogm,no change
Swain,SUPPORT,2.46,51.4,2.09,plattogm,no change
Sylas,MID,5.41,49.64,2.44,plattogm,no change
Sylas,TOP,1.88,50.62,2.44,plattogm,no change
Syndra,MID,4.58,47.28,0.97,plattogm,no change
Tahm Kench,ADC,0.22,51.98,0.12,plattogm,no change
Tahm Kench,TOP,0.48,46.01,0.12,plattogm,no change
Tahm Kench,SUPPORT,0.23,45.06,0.12,plattogm,no change
Taliyah,JUNGLE,4.28,50.99,3.03,plattogm,no change
Talon,MID,3.1,50.63,1.33,plattogm,buff
Taric,SUPPORT,1.08,50.84,0.23,plattogm,no change
Teemo,TOP,2.43,47.68,1.71,plattogm,no change
Teemo,MID,0.33,49.78,1.71,plattogm,no change
Thresh,SUPPORT,19.32,52.02,11.12,plattogm,no change
Tristana,ADC,6.48,52.67,1.53,plattogm,no change
Tristana,MID,1.36,50.53,1.53,plattogm,no change
Trundle,JUNGLE,0.66,49.55,0.12,plattogm,no change
Trundle,TOP,0.29,43.72,0.12,plattogm,no change
Tryndamere,TOP,1.88,49.8,1.54,plattogm,buff
Tryndamere,MID,0.37,48.99,1.54,plattogm,buff
Twisted Fate,MID,7.46,49.15,1.32,plattogm,no change
Twitch,ADC,4.31,51.74,4.05,plattogm,no change
Twitch,SUPPORT,1.18,41.89,4.05,plattogm,no change
Udyr,JUNGLE,12.21,53.74,42.93,plattogm,no change
Urgot,TOP,2.68,52.17,1.07,plattogm,buff
Varus,ADC,1.21,46.67,0.05,plattogm,tweak
Vayne,ADC,13.7,52.59,9.76,plattogm,no change
Veigar,MID,1.88,50.18,0.3,plattogm,buff
Veigar,ADC,0.41,52.18,0.3,plattogm,buff
Veigar,SUPPORT,0.28,45.44,0.34,plattogm,buff
Vel'Koz,MID,1.65,52.09,0.34,plattogm,no change
Vel'Koz,SUPPORT,1.49,51.69,0.34,plattogm,no change
Vi,JUNGLE,2.53,52.15,0.29,plattogm,tweak
Viego,JUNGLE,10.1,49.54,42.42,plattogm,tweak
Viego,MID,4.03,51.17,42.42,plattogm,tweak
Viego,TOP,4.06,49.26,42.42,plattogm,tweak
Viktor,MID,5.99,51.49,1.52,plattogm,no change
Vladimir,MID,4.08,50.03,4.5,plattogm,no change
Vladimir,TOP,1.87,49.51,4.5,plattogm,no change
Volibear,TOP,4.1,48.82,2.13,plattogm,no change
Volibear,MID,0.5,51.45,2.13,plattogm,no change
Volibear,JUNGLE,1.3,50,2.13,plattogm,no change
Warwick,TOP,0.72,48.34,0.5,plattogm,no change
Warwick,JUNGLE,2.06,47.84,0.44,plattogm,no change
Wukong,TOP,4.05,51.94,1.87,plattogm,no change
Wukong,JUNGLE,0.61,47.73,1.83,plattogm,no change
Xayah,ADC,7.74,49.66,0.43,plattogm,no change
Xerath,MID,1.98,51.64,0.7,plattogm,no change
Xerath,SUPPORT,1.69,50.1,0.7,plattogm,no change
Xin Zhao,JUNGLE,1.06,45.99,0.1,plattogm,no change
Yasuo,MID,7.5,50.52,15.11,plattogm,no change
Yasuo,ADC,1.13,51.03,15.11,plattogm,no change
Yasuo,TOP,1.93,48.02,15.11,plattogm,no change
Yone,MID,11.42,51.36,29.15,plattogm,no change
Yone,TOP,2.47,51.24,29.15,plattogm,no change
Yorick,MID,0.15,54.16,0.45,plattogm,no change
Yorick,TOP,1.02,48.93,0.32,plattogm,no change
Yuumi,SUPPORT,8.14,49.81,7.95,plattogm,no change
Zac,JUNGLE,2.53,49.3,0.76,plattogm,no change
Zac,TOP,0.3,50.6,0.76,plattogm,no change
Zed,MID,8.8,50.17,24.42,plattogm,no change
Ziggs,ADC,0.32,53.62,0.06,plattogm,no change
Ziggs,MID,1.03,47.14,0.06,plattogm,no change
Zilean,MID,0.57,54.76,0.41,plattogm,no change
Zilean,SUPPORT,2.83,51.38,0.41,plattogm,no change
Zoe,MID,4.7,48.21,3.58,plattogm,no change
Zyra,SUPPORT,2.37,47.91,0.59,plattogm,no change
Aatrox,TOP,5.51,48.75,4.01,plattogm,no change
Aatrox,MID,0.75,54.19,4.01,plattogm,no change
Ahri,MID,4.55,53.85,0.91,plattogm,no change
Akali,MID,2.23,47.47,5.35,plattogm,no change
Akali,TOP,1.17,46.49,5.35,plattogm,no change
Alistar,SUPPORT,10.51,50.82,4.3,plattogm,no change
Amumu,JUNGLE,1.68,52.3,0.64,plattogm,no change
Anivia,MID,4.79,51.53,12.82,plattogm,no change
Annie,MID,2.35,55.08,0.75,plattogm,no change
Aphelios,ADC,6.34,47.52,1.73,plattogm,no change
Ashe,ADC,5.5,52.15,0.61,plattogm,no change
Ashe,SUPPORT,0.82,51.95,0.61,plattogm,no change
Aurelion Sol,MID,0.9,54.24,0.22,plattogm,no change
Aurelion Sol,TOP,0.12,48.88,0.21,plattogm,no change
Azir,MID,3.34,48.09,0.67,plattogm,nerf
Bard,SUPPORT,6.09,52.93,1.17,plattogm,no change
Blitzcrank,SUPPORT,5.31,50.21,5.95,plattogm,no change
Brand,MID,0.66,56.61,2.5,plattogm,no change
