champ,role,winrate,banrate,pickrate,change,rank
Tahm Kench,SUPPORT,42.88,0.37,0.34,no change,irontogold
Taliyah,MID,47.43,0.14,0.12,no change,irontogold
Taliyah,JUNGLE,47.54,0.14,0.95,no change,irontogold
Talon,MID,48.56,3.46,5.06,no change,irontogold
Taric,SUPPORT,51.14,0.14,1.04,no change,irontogold
Teemo,TOP,51.32,9.09,5.95,no change,irontogold
Thresh,SUPPORT,49.42,7.32,14.03,no change,irontogold
Tristana,ADC,51.05,10.12,14.64,no change,irontogold
Trundle,JUNGLE,50.76,0.23,1.63,no change,irontogold
Trundle,TOP,50.34,0.23,0.57,no change,irontogold
Tryndamere,MID,51.69,3.7,0.55,no change,irontogold
Tryndamere,TOP,47.55,3.7,3.48,no change,irontogold
Tryndamere,JUNGLE,46.95,3.7,0.51,no change,irontogold
Twisted Fate,MID,47.65,0.38,4.36,no change,irontogold
Twitch,ADC,49.85,3.16,3.96,no change,irontogold
Twitch,JUNGLE,43.51,3.16,0.63,no change,irontogold
Udyr,JUNGLE,51.42,32.08,7.01,no change,irontogold
Urgot,TOP,53.44,5.64,6.42,nerf,irontogold
Varus,ADC,48.28,0.29,2.78,no change,irontogold
Vayne,ADC,51.12,15.97,13.51,no change,irontogold
Vayne,TOP,47.76,15.97,2.57,no change,irontogold
Veigar,MID,51.74,2.07,5.3,no change,irontogold
Veigar,SUPPORT,49.39,2.07,1.11,no change,irontogold
Vel'Koz,MID,50.85,0.98,2.05,no change,irontogold
Vel'Koz,SUPPORT,50.51,0.98,2.43,no change,irontogold
Vi,JUNGLE,51.39,0.9,4.48,no change,irontogold
Viego,JUNGLE,49.59,28.01,8.35,no change,irontogold
Viego,MID,50.54,28.01,2.46,no change,irontogold
Viego,TOP,48.98,28.01,2.06,no change,irontogold
Viktor,MID,51.31,0.78,3.02,no change,irontogold
Vladimir,MID,50.71,2.84,3.14,no change,irontogold
Vladimir,TOP,48.42,2.84,1.4,no change,irontogold
Volibear,TOP,50.94,2.81,4.61,tweak,irontogold
Volibear,JUNGLE,49.56,2.81,1.85,tweak,irontogold
Warwick,JUNGLE,51.37,3.41,7.47,no change,irontogold
Wukong,TOP,50.89,1.45,3.13,no change,irontogold
Wukong,JUNGLE,50.47,1.45,0.86,no change,irontogold
Xayah,ADC,47.57,0.67,4.95,no change,irontogold
Xerath,MID,50.06,1.66,1.93,no change,irontogold
Xerath,SUPPORT,49.78,1.66,2.54,no change,irontogold
Xin Zhao,JUNGLE,47.88,0.4,2.85,tweak,irontogold
Yasuo,MID,50.12,28.11,13.24,no change,irontogold
Yasuo,TOP,50.03,28.11,3.38,no change,irontogold
Yone,MID,51.05,29.79,12.6,no change,irontogold
Yone,TOP,50.33,29.79,3.45,no change,irontogold
Yorick,TOP,51.09,0.96,1.85,no change,irontogold
Yuumi,SUPPORT,50.3,7.4,8.21,no change,irontogold
Zac,JUNGLE,49.89,0.55,2.28,no change,irontogold
Zed,MID,48.53,40.49,10.94,no change,irontogold
Ziggs,ADC,53.77,0.18,0.24,no change,irontogold
Ziggs,MID,49.53,0.18,1.35,no change,irontogold
Ziggs,SUPPORT,47.79,0.18,0.26,no change,irontogold
Zilean,MID,53.27,0.5,0.41,no change,irontogold
Zilean,SUPPORT,51.22,0.5,2.3,no change,irontogold
Zoe,MID,45.19,1.51,2.65,no change,irontogold
Zyra,SUPPORT,51.59,1.8,3.98,no change,irontogold
Aatrox,TOP,47.41,4,4.18,no change,irontogold
Aatrox,MID,51.32,4,0.5,no change,irontogold
Ahri,MID,50.87,2.24,6.44,no change,irontogold
Akali,MID,48.77,12.02,9.14,no change,irontogold
Akali,TOP,49.11,12.02,3.08,no change,irontogold
Alistar,SUPPORT,50.81,3.3,7.33,nerf,irontogold
Amumu,JUNGLE,52.52,1.3,3.9,buff,irontogold
Anivia,MID,51.23,5.95,3.28,no change,irontogold
Anivia,SUPPORT,48.16,5.95,0.46,no change,irontogold
Annie,MID,52.94,1.7,3.09,no change,irontogold
Aphelios,ADC,46.55,1.26,2.8,no change,irontogold
Ashe,ADC,49.93,1.68,7.9,buff,irontogold
Aurelion Sol,MID,49.8,0.2,0.61,no change,irontogold
Azir,MID,42.75,0.22,1.28,no change,irontogold
Bard,SUPPORT,50.27,0.41,3.06,no change,irontogold
Blitzcrank,SUPPORT,50.17,16.56,7.59,no change,irontogold
Brand,SUPPORT,51.72,10.38,5.97,no change,irontogold
Brand,MID,53.36,10.38,1.48,no change,irontogold
Braum,SUPPORT,49.4,0.42,2.28,buff,irontogold
Caitlyn,ADC,48.93,10.21,16.35,no change,irontogold
Camille,TOP,48.83,3.63,3.98,no change,irontogold
Cassiopeia,MID,48.95,1.16,1.75,no change,irontogold
Cassiopeia,TOP,49.37,1.16,0.35,no change,irontogold
Cho'Gath,TOP,52.68,3.44,5.49,no change,irontogold
Cho'Gath,MID,53.15,3.44,0.95,no change,irontogold
Corki,MID,52.64,0.3,1.42,no change,irontogold
Darius,TOP,49.48,36.97,8.03,no change,irontogold
Diana,MID,52.31,5.89,5.57,no change,irontogold
Dr. Mundo,JUNGLE,53.66,4.73,5.92,no change,irontogold
Dr. Mundo,TOP,49.67,4.73,1.04,no change,irontogold
Draven,ADC,49.12,3.58,3.28,no change,irontogold
Ekko,JUNGLE,50.23,4.88,4.87,no change,irontogold
Ekko,MID,50.26,4.88,3.83,no change,irontogold
Elise,JUNGLE,50.32,6.82,4.22,no change,irontogold
Evelynn,JUNGLE,49.29,6.03,4.28,no change,irontogold
Ezreal,ADC,47.49,4.77,17.96,no change,irontogold
Fiddlesticks,JUNGLE,50.39,1.78,3.49,no change,irontogold
Fiora,TOP,50.22,7.74,5.78,no change,irontogold
Fizz,MID,50.9,16.02,5.2,no change,irontogold
Galio,MID,51.98,2.19,3.5,no change,irontogold
Galio,SUPPORT,50.59,2.19,2.87,no change,irontogold
Gangplank,TOP,45.03,1,2.84,no change,irontogold
Gangplank,MID,46.14,1,0.51,no change,irontogold
Garen,TOP,52.83,8.87,10.25,no change,irontogold
Gnar,TOP,49.48,11.61,7.3,no change,irontogold
Gragas,JUNGLE,47.52,0.74,2.19,no change,irontogold
Gragas,TOP,46.63,0.74,1.64,no change,irontogold
Gragas,SUPPORT,46.64,0.74,0.61,no change,irontogold
Graves,JUNGLE,47.45,3.36,5.41,no change,irontogold
Hecarim,JUNGLE,51.57,34.86,12.35,nerf,irontogold
Heimerdinger,MID,51.84,1.64,1.22,no change,irontogold
Heimerdinger,TOP,50.05,1.64,1.12,no change,irontogold
Illaoi,TOP,50.02,7.94,3.33,no change,irontogold
Irelia,TOP,45.67,12.52,6.2,no change,irontogold
Irelia,MID,45.4,12.52,4.33,no change,irontogold
Ivern,JUNGLE,50.18,0.4,1.12,nerf,irontogold
Janna,SUPPORT,50.09,0.2,2.83,no change,irontogold
Jarvan IV,JUNGLE,49.82,0.26,2.57,no change,irontogold
Jax,TOP,49.92,5.38,4.48,no change,irontogold
Jax,JUNGLE,49.03,5.38,3.36,no change,irontogold
Jayce,MID,49.87,0.65,0.72,no change,irontogold
Jayce,TOP,47.41,0.65,2.14,no change,irontogold
Jhin,ADC,50.96,9.11,15.6,no change,irontogold
Jinx,ADC,50.83,3.99,13.9,no change,irontogold
Kai'Sa,ADC,49.42,21.52,23.26,no change,irontogold
Kalista,ADC,46.59,0.75,1.67,no change,irontogold
Kalista,TOP,44.52,0.75,0.56,no change,irontogold
Karma,SUPPORT,47.67,0.41,3.61,no change,irontogold
Karthus,JUNGLE,49.68,1.73,1.88,no change,irontogold
Karthus,MID,49.62,1.73,0.22,no change,irontogold
Kassadin,MID,48.96,6.65,3.56,no change,irontogold
Katarina,MID,50.37,13.39,8.48,no change,irontogold
Kayle,TOP,50.07,0.51,2.38,no change,irontogold
Kayle,MID,50.77,0.51,0.34,no change,irontogold
Kayn,JUNGLE,49.2,10.65,11.23,no change,irontogold
Kennen,MID,51.77,0.29,0.34,no change,irontogold
Kennen,TOP,49.02,0.29,1.41,no change,irontogold
Kha'Zix,JUNGLE,49.16,9.11,8.03,no change,irontogold
Kindred,JUNGLE,46.18,0.45,2.49,buff,irontogold
Kled,MID,54.69,0.86,0.26,no change,irontogold
Kled,TOP,50.82,0.86,1.48,no change,irontogold
Kog'Maw,ADC,50.64,0.17,1.37,no change,irontogold
LeBlanc,MID,47.52,4.16,3.39,no change,irontogold
Lee Sin,JUNGLE,47.12,5.36,11.12,no change,irontogold
Leona,SUPPORT,51.08,26.53,11.85,no change,irontogold
Lillia,JUNGLE,45.62,1.81,4.01,no change,irontogold
Lissandra,MID,50.01,0.32,1.39,buff,irontogold
Lucian,ADC,47.13,3.85,7.9,no change,irontogold
Lucian,MID,46.14,3.85,3.41,no change,irontogold
Lulu,SUPPORT,50.23,5.92,8.09,no change,irontogold
Lux,SUPPORT,49.72,6.12,12.98,no change,irontogold
Lux,MID,51.37,6.12,5.37,no change,irontogold
Malphite,TOP,51.84,12.25,7.28,no change,irontogold
Malphite,MID,52.48,12.25,1.49,no change,irontogold
Malphite,SUPPORT,48.81,12.25,1.78,no change,irontogold
Malzahar,MID,53.08,4.68,3.72,no change,irontogold
Maokai,TOP,52.6,0.67,1.07,no change,irontogold
Maokai,SUPPORT,51.88,0.67,2.25,no change,irontogold
Master Yi,JUNGLE,51.01,23.88,11.02,no change,irontogold
Miss Fortune,ADC,50.75,2.55,11.45,no change,irontogold
Mordekaiser,TOP,49.84,7.85,6.78,buff,irontogold
Mordekaiser,MID,53.29,7.85,0.85,buff,irontogold
Morgana,SUPPORT,50.41,37.02,12.04,no change,irontogold
Nami,SUPPORT,51.33,0.21,4.16,no change,irontogold
Nasus,TOP,52.27,6.74,6.75,no change,irontogold
Nautilus,SUPPORT,49.93,9.64,8.11,no change,irontogold
Neeko,MID,51.31,1.13,2.91,no change,irontogold
Neeko,SUPPORT,48.55,1.13,1.09,no change,irontogold
Nidalee,JUNGLE,45.2,0.81,3.56,no change,irontogold
Nocturne,JUNGLE,51.07,5.13,6.95,no change,irontogold
Olaf,JUNGLE,47.46,3.95,2.74,no change,irontogold
Olaf,TOP,44.39,3.95,0.38,no change,irontogold
Orianna,MID,47.82,0.47,3.27,no change,irontogold
Ornn,TOP,52.77,1.13,3.93,no change,irontogold
Pantheon,MID,50.37,8.35,3.28,no change,irontogold
Pantheon,TOP,49.15,8.35,1.25,no change,irontogold
Pantheon,SUPPORT,46.09,8.35,3.12,no change,irontogold
Poppy,JUNGLE,51.4,1.03,1.43,no change,irontogold
Poppy,TOP,48.75,1.03,1.81,no change,irontogold
Pyke,SUPPORT,47.53,12.56,7.74,no change,irontogold
Qiyana,MID,45.96,0.77,2.93,no change,irontogold
Quinn,TOP,49.26,2.05,2.05,no change,irontogold
Quinn,MID,50.78,2.05,0.32,no change,irontogold
Rakan,SUPPORT,49.02,0.21,3.24,no change,irontogold
Rammus,JUNGLE,52.91,9.54,4.29,no change,irontogold
Rek'Sai,JUNGLE,47.71,0.56,1.54,no change,irontogold
Rell,SUPPORT,51.57,8.4,3.95,nerf,irontogold
Renekton,TOP,46.82,7.26,5.42,no change,irontogold
Renekton,MID,50.3,7.26,1.07,no change,irontogold
Rengar,TOP,48.89,1.63,0.83,no change,irontogold
Rengar,JUNGLE,46.35,1.63,2.8,no change,irontogold
Riven,TOP,49.06,1.47,4.63,no change,irontogold
Riven,MID,51.56,1.47,0.73,no change,irontogold
Rumble,MID,51.09,0.29,0.71,no change,irontogold
Rumble,TOP,46.6,0.29,1.11,no change,irontogold
Ryze,MID,44.77,0.36,2.55,no change,irontogold
Ryze,TOP,45.76,0.36,1.12,no change,irontogold
Samira,ADC,50.43,19.35,9.95,no change,irontogold
Sejuani,JUNGLE,51.32,0.28,2.11,no change,irontogold
Senna,SUPPORT,47.91,13.15,10.42,no change,irontogold
Senna,ADC,49.77,13.15,3.6,no change,irontogold
Seraphine,SUPPORT,50.75,12.6,7.73,no change,irontogold
Seraphine,MID,51.54,12.6,0.99,no change,irontogold
Sett,TOP,49.09,5.9,7.11,no change,irontogold
Sett,MID,51.69,5.9,1.25,no change,irontogold
Sett,SUPPORT,46.51,5.9,1.97,no change,irontogold
Shaco,JUNGLE,50.44,21.59,8.35,no change,irontogold
Shaco,SUPPORT,51.8,21.59,2.21,no change,irontogold
Shen,TOP,50.89,1.48,4.74,no change,irontogold
Shen,SUPPORT,48.05,1.48,0.64,no change,irontogold
Shyvana,JUNGLE,50.32,0.49,2.38,no change,irontogold
Shyvana,TOP,50.59,0.49,0.28,no change,irontogold
Singed,TOP,51.28,0.24,1.33,no change,irontogold
Sion,TOP,51.78,0.45,3.09,no change,irontogold
Sivir,ADC,51.66,5.23,7.67,no change,irontogold
Skarner,JUNGLE,53.08,0.71,1.87,no change,irontogold
Sona,SUPPORT,51.69,0.11,2.1,no change,irontogold
Soraka,SUPPORT,50.03,0.56,3.67,no change,irontogold
Swain,MID,54.99,6.9,0.94,no change,irontogold
Swain,ADC,55.59,6.9,0.81,no change,irontogold
Swain,SUPPORT,52.12,6.9,5.12,no change,irontogold
Sylas,MID,49.19,4.08,6.71,no change,irontogold
Sylas,TOP,49.17,4.08,2.29,no change,irontogold
Syndra,MID,46.7,0.91,2.4,no change,irontogold
Tahm Kench,TOP,47.55,0.36,1.1,no change,irontogold
Tahm Kench,SUPPORT,42.88,0.36,0.33,no change,irontogold
Taliyah,JUNGLE,47.87,0.12,0.93,no change,irontogold
Talon,MID,48.71,4.46,5.12,no change,irontogold
Taric,SUPPORT,50.32,0.13,1.02,no change,irontogold
Teemo,TOP,51.02,9.28,6.02,buff,irontogold
Thresh,SUPPORT,49.24,8.65,13.87,nerf,irontogold
Tristana,ADC,50.87,16.55,16.84,nerf,irontogold
Trundle,JUNGLE,50.64,0.21,1.44,no change,irontogold
Trundle,TOP,50.84,0.21,0.53,no change,irontogold
Tryndamere,TOP,47.8,3.81,3.5,no change,irontogold
Tryndamere,MID,50.78,3.81,0.56,no change,irontogold
Tryndamere,JUNGLE,47.26,3.81,0.49,no change,irontogold
Twisted Fate,MID,47.56,0.45,4.2,no change,irontogold
Twitch,ADC,50.46,2.37,3.65,no change,irontogold
Twitch,JUNGLE,44.57,2.37,0.59,no change,irontogold
Udyr,JUNGLE,51.41,24.09,6.8,nerf,irontogold
Urgot,TOP,53.46,7.25,6.69,no change,irontogold
Varus,ADC,48.54,0.27,2.92,buff,irontogold
Vayne,ADC,50.42,14.8,12.08,no change,irontogold
Vayne,TOP,47.91,14.8,2.75,no change,irontogold
Veigar,MID,52.06,2,5.15,no change,irontogold
Veigar,SUPPORT,49.05,2,1.21,no change,irontogold
Vel'Koz,MID,51.86,1.04,2.05,no change,irontogold
Vel'Koz,SUPPORT,50.51,1.04,2.48,no change,irontogold
Vi,JUNGLE,51.42,0.73,4.13,no change,irontogold
Viego,JUNGLE,49.51,25.54,7.66,no change,irontogold
Viego,MID,50.38,25.54,2.37,no change,irontogold
Viego,TOP,48.3,25.54,1.93,no change,irontogold
Viktor,MID,51.43,0.65,2.79,no change,irontogold
Vladimir,MID,49.63,2.45,2.72,no change,irontogold
Vladimir,TOP,49.02,2.45,1.26,no change,irontogold
Volibear,TOP,50.65,4.77,5.38,no change,irontogold
Volibear,JUNGLE,53.02,4.77,4.83,no change,irontogold
Warwick,JUNGLE,51.49,3.1,7.1,no change,irontogold
Warwick,TOP,50.12,3.1,0.93,no change,irontogold
Wukong,TOP,51.97,1.5,3.32,no change,irontogold
Wukong,MID,53.42,1.5,0.5,no change,irontogold
Wukong,JUNGLE,51.09,1.5,0.9,no change,irontogold
Xayah,ADC,47.84,0.64,4.73,no change,irontogold
Xerath,MID,50.71,2.56,2.1,no change,irontogold
Xerath,SUPPORT,50.54,2.56,3.18,no change,irontogold
Xin Zhao,JUNGLE,50.43,3.23,7.7,no change,irontogold
Yasuo,MID,49.53,26.85,12.15,buff,irontogold
Yasuo,TOP,49.46,26.85,3,buff,irontogold
Yasuo,ADC,49.94,26.85,1.81,buff,irontogold
Yone,MID,50.72,28.96,11.96,no change,irontogold
Yone,TOP,50.19,28.96,3.15,no change,irontogold
Yorick,TOP,51.08,0.89,1.98,no change,irontogold
Yuumi,SUPPORT,50.45,7.37,7.87,no change,irontogold
Zac,JUNGLE,50.75,0.55,2.3,no change,irontogold
Zed,MID,48.75,41.35,10.7,no change,irontogold
Ziggs,MID,49.96,0.18,1.34,no change,irontogold
Ziggs,ADC,51.53,0.18,0.24,no change,irontogold
Ziggs,SUPPORT,49.01,0.18,0.28,no change,irontogold
Zilean,MID,54.63,0.56,0.49,no change,irontogold
Zilean,SUPPORT,51.83,0.56,2.41,no change,irontogold
Zoe,MID,45.43,1.49,2.58,no change,irontogold
Zyra,SUPPORT,51.48,1.86,4.04,no change,irontogold
Aatrox,TOP,46.94,3.62,4.23,no change,irontogold
Ahri,MID,50.13,2.27,6.07,no change,irontogold
Akali,MID,48.55,14.04,9.37,no change,irontogold
Akali,TOP,48.83,14.04,2.92,no change,irontogold
Alistar,SUPPORT,50.29,3.29,6.93,no change,irontogold
Amumu,JUNGLE,54.31,1.66,4.92,no change,irontogold
Anivia,MID,51.49,5.04,2.92,no change,irontogold
Anivia,SUPPORT,47.89,5.04,0.41,no change,irontogold
Annie,MID,53.13,1.7,3.02,nerf,irontogold
Aphelios,ADC,45.91,1.08,2.67,buff,irontogold
Ashe,ADC,50.66,1.84,9.52,no change,irontogold
Aurelion Sol,MID,48.34,0.2,0.63,no change,irontogold
Azir,MID,43.64,0.22,1.31,no change,irontogold
Bard,SUPPORT,50.53,0.48,3.22,no change,irontogold
Blitzcrank,SUPPORT,49.95,15.61,7.83,no change,irontogold
Brand,SUPPORT,52.57,10.41,5.96,no change,irontogold
Brand,MID,53.01,10.41,1.4,no change,irontogold
Braum,SUPPORT,49.95,0.54,3.19,no change,irontogold
Caitlyn,ADC,49.01,10.61,14.76,no change,irontogold
Camille,TOP,49.31,3.45,4.26,no change,irontogold
Cassiopeia,MID,48.56,1.07,1.65,buff,irontogold
Cassiopeia,TOP,50.32,1.07,0.31,buff,irontogold
Cho'Gath,TOP,52.44,3.39,5.22,no change,irontogold
Cho'Gath,MID,52.36,3.39,0.89,no change,irontogold
Corki,MID,52.14,0.32,1.55,no change,irontogold
Darius,TOP,49.02,36.4,8.08,buff,irontogold
Diana,MID,52.54,5.8,5.58,buff,irontogold
Dr. Mundo,JUNGLE,54.02,4.87,5.53,no change,irontogold
Dr. Mundo,TOP,50.15,4.87,0.89,no change,irontogold
Draven,ADC,48.26,3.84,3.61,no change,irontogold
Ekko,MID,50.38,4.39,3.63,no change,irontogold
Ekko,JUNGLE,50,4.39,4.69,no change,irontogold
Elise,JUNGLE,50,6.37,4.02,no change,irontogold
Evelynn,JUNGLE,49.12,6.23,4.37,no change,irontogold
Ezreal,ADC,47.28,4.39,17.8,no change,irontogold
Fiddlesticks,JUNGLE,51.01,2.07,3.54,no change,irontogold
Fiora,TOP,49.02,7.69,5.61,no change,irontogold
Fizz,MID,50.97,15.12,5.07,no change,irontogold
Galio,MID,52.14,1.97,3.44,no change,irontogold
Galio,SUPPORT,50.87,1.97,1.78,no change,irontogold
Gangplank,TOP,45.16,1.11,2.94,no change,irontogold
Gangplank,MID,46.94,1.11,0.54,no change,irontogold
Garen,TOP,51.82,7.68,9.26,no change,irontogold
Gnar,TOP,49.2,8.5,6.62,buff,irontogold
Gragas,JUNGLE,48.18,0.65,2.21,no change,irontogold
Gragas,TOP,46.21,0.65,1.32,no change,irontogold
Gragas,SUPPORT,45.96,0.65,0.62,no change,irontogold
Graves,JUNGLE,47.3,2.77,4.98,no change,irontogold
Hecarim,JUNGLE,51.57,35.64,11.26,no change,irontogold
Heimerdinger,MID,52.4,1.63,1.22,no change,irontogold
Heimerdinger,TOP,49.67,1.63,1.02,no change,irontogold
Illaoi,TOP,49.24,7.52,3,no change,irontogold
Irelia,TOP,45.56,13.28,6.1,no change,irontogold
Irelia,MID,45.85,13.28,4.29,no change,irontogold
Ivern,JUNGLE,50.34,0.39,1.07,no change,irontogold
Janna,SUPPORT,50.33,0.2,2.92,no change,irontogold
Jarvan IV,JUNGLE,49.62,0.28,2.52,no change,irontogold
Jax,TOP,49.91,5.85,4.56,no change,irontogold
Jax,JUNGLE,49.27,5.85,3.42,no change,irontogold
Jayce,MID,48.95,0.68,0.75,no change,irontogold
Jayce,TOP,47.13,0.68,2.27,no change,irontogold
Jhin,ADC,51.06,8.13,14.94,no change,irontogold
Jinx,ADC,51,5.17,17.1,no change,irontogold
Kai'Sa,ADC,49.38,16.99,20.97,no change,irontogold
Kalista,TOP,45.2,0.54,0.34,no change,irontogold
Kalista,ADC,46.34,0.54,1.55,no change,irontogold
Karma,SUPPORT,48.1,0.42,4.04,no change,irontogold
Karthus,MID,49.81,1.35,0.22,no change,irontogold
Karthus,JUNGLE,49.26,1.35,1.71,no change,irontogold
Kassadin,MID,49.07,6.59,3.18,no change,irontogold
Katarina,MID,50.53,14.22,9.05,no change,irontogold
Kayle,MID,51.26,0.45,0.35,no change,irontogold
Kayle,TOP,49.58,0.45,2.39,no change,irontogold
Kayn,JUNGLE,49.22,10.75,11.57,no change,irontogold
Kennen,MID,51.75,0.28,0.35,no change,irontogold
Kennen,TOP,48.95,0.28,1.36,no change,irontogold
Kha'Zix,JUNGLE,48.97,9.6,8.14,no change,irontogold
Kindred,JUNGLE,47.03,0.83,3.48,no change,irontogold
Kled,MID,54.13,0.94,0.27,no change,irontogold
Kled,TOP,50.65,0.94,1.52,no change,irontogold
Kog'Maw,ADC,50.51,0.17,1.3,no change,irontogold
LeBlanc,MID,47.09,3.38,3,buff,irontogold
Lee Sin,JUNGLE,47.33,5.51,11.27,buff,irontogold
Leona,SUPPORT,50.96,25.44,11.38,no change,irontogold
Lillia,JUNGLE,45.66,1.58,3.75,no change,irontogold
Lissandra,MID,50.2,0.44,1.85,no change,irontogold
Lucian,MID,45.39,3.5,3.2,no change,irontogold
Lucian,ADC,46.7,3.5,7.44,no change,irontogold
Lulu,SUPPORT,50.21,8.47,10.61,no change,irontogold
Lux,SUPPORT,49.61,6.32,13.13,no change,irontogold
Lux,MID,51.13,6.32,5.58,no change,irontogold
Malphite,TOP,51.96,10.63,6.42,no change,irontogold
Malphite,MID,51.77,10.63,1.37,no change,irontogold
Malphite,SUPPORT,48.53,10.63,1.68,no change,irontogold
Malzahar,MID,53.05,4.88,3.95,no change,irontogold
Maokai,TOP,52.58,0.55,0.82,no change,irontogold
Maokai,SUPPORT,51.44,0.55,2.16,no change,irontogold
Master Yi,JUNGLE,50.84,24.27,10.84,no change,irontogold
Miss Fortune,ADC,50.63,2.35,11.01,no change,irontogold
Mordekaiser,TOP,51.33,10.12,8.36,buff,irontogold
Mordekaiser,MID,54.78,10.12,1.08,buff,irontogold
Morgana,SUPPORT,50.4,39.07,12.02,buff,irontogold
Nami,SUPPORT,50.93,0.22,4.34,no change,irontogold
Nasus,TOP,52.12,7.04,7.39,no change,irontogold
Nautilus,SUPPORT,49.84,9.52,7.97,no change,irontogold
Neeko,MID,51.02,1.15,2.73,no change,irontogold
Neeko,SUPPORT,48.03,1.15,0.97,no change,irontogold
Nidalee,JUNGLE,44.77,0.81,3.48,no change,irontogold
Nocturne,JUNGLE,51.01,5.63,6.94,no change,irontogold
Olaf,JUNGLE,47.37,3.56,2.8,no change,irontogold
Olaf,TOP,44.79,3.56,0.33,no change,irontogold
Orianna,MID,47.12,0.53,3.84,nerf,irontogold
Ornn,TOP,52.52,1.06,3.66,no change,irontogold
Pantheon,MID,50.63,6.73,3.03,no change,irontogold
Pantheon,TOP,48.01,6.73,1.05,no change,irontogold
Pantheon,SUPPORT,45.77,6.73,2.93,no change,irontogold
Poppy,JUNGLE,50.4,1.18,2.21,no change,irontogold
Poppy,TOP,49.02,1.18,1.64,no change,irontogold
Pyke,SUPPORT,47.32,12.46,7.4,no change,irontogold
Qiyana,MID,46.06,1.29,3.63,no change,irontogold
Quinn,MID,51.47,1.6,0.29,no change,irontogold
Quinn,TOP,49.4,1.6,1.78,no change,irontogold
Rakan,SUPPORT,48.79,0.24,3.44,no change,irontogold
Rammus,JUNGLE,52.6,8.76,4.25,tweak,irontogold
Rammus,JUNGLE,52.6,8.76,4.25,tweak,irontogold
Rek'Sai,JUNGLE,47.73,0.64,1.62,no change,irontogold
Rell,SUPPORT,49.04,6.52,3.33,no change,irontogold
Renekton,TOP,46.16,6.3,4.98,no change,irontogold
Renekton,MID,49.28,6.3,0.98,no change,irontogold
Rengar,TOP,47.85,1.78,0.75,no change,irontogold
Rengar,JUNGLE,45.15,1.78,2.84,no change,irontogold
Riven,TOP,48.62,1.43,4.49,no change,irontogold
Riven,MID,51.96,1.43,0.71,no change,irontogold
Rumble,MID,51.61,0.26,0.74,tweak,irontogold
Rumble,TOP,46.18,0.26,1.07,tweak,irontogold
Ryze,MID,44.53,0.33,2.48,no change,irontogold
Ryze,TOP,44.28,0.33,0.98,no change,irontogold
Samira,ADC,50.2,23.81,11.82,no change,irontogold
Sejuani,JUNGLE,50.83,0.27,2.18,no change,irontogold
Senna,SUPPORT,48.57,12.6,11.07,no change,irontogold
Senna,ADC,50.24,12.6,2.97,no change,irontogold
Seraphine,SUPPORT,50.09,10.86,7.58,no change,irontogold
Seraphine,MID,51.99,10.86,1.05,no change,irontogold
Sett,TOP,48.86,5.79,6.57,tweak,irontogold
Sett,MID,51.67,5.79,1.14,tweak,irontogold
Sett,SUPPORT,46.34,5.79,1.9,tweak,irontogold
Shaco,JUNGLE,50.3,23.53,8.26,no change,irontogold
Shaco,SUPPORT,50.99,23.53,1.85,no change,irontogold
Shen,TOP,50.17,1.62,4.59,no change,irontogold
Shen,SUPPORT,47.48,1.62,0.6,no change,irontogold
Shyvana,JUNGLE,49.93,0.38,2.21,no change,irontogold
Singed,TOP,50.62,0.23,1.23,no change,irontogold
Sion,TOP,52.09,0.45,3.14,no change,irontogold
Sivir,ADC,51.54,3.39,6.34,no change,irontogold
Skarner,JUNGLE,53.08,0.57,1.65,no change,irontogold
Sona,SUPPORT,51.79,0.11,2.1,no change,irontogold
Soraka,SUPPORT,50.04,0.54,3.82,no change,irontogold
Swain,MID,54.65,6.93,0.88,no change,irontogold
Swain,SUPPORT,52.18,6.93,5.07,no change,irontogold
Sylas,MID,48.46,5.31,7.58,no change,irontogold
Sylas,TOP,48.59,5.31,2.73,no change,irontogold
Syndra,MID,46.96,0.86,2.36,no change,irontogold
Tahm Kench,ADC,51.31,0.34,0.21,no change,irontogold
Tahm Kench,TOP,47.65,0.34,0.98,no change,irontogold
Tahm Kench,SUPPORT,43.95,0.34,0.37,no change,irontogold
Taliyah,SUPPORT,50.09,0.11,0.09,no change,irontogold
Taliyah,JUNGLE,46.99,0.11,0.77,no change,irontogold
Taliyah,MID,43.65,0.11,0.11,no change,irontogold
Talon,MID,47.94,3.8,4.57,no change,irontogold
Taric,SUPPORT,51.8,0.13,1.07,no change,irontogold
Teemo,TOP,51.09,8.81,6.13,no change,irontogold
Thresh,SUPPORT,49.01,9.26,13.81,nerf,irontogold
Tristana,ADC,50.34,17.83,15.14,no change,irontogold
Trundle,JUNGLE,50.62,0.24,1.42,no change,irontogold
Trundle,TOP,49.76,0.24,0.51,no change,irontogold
Tryndamere,MID,51.51,3.73,0.55,no change,irontogold
Tryndamere,TOP,47.36,3.73,3.33,no change,irontogold
Tryndamere,JUNGLE,46.29,3.73,0.49,no change,irontogold
Twisted Fate,MID,46.7,0.41,3.92,no change,irontogold
Twitch,ADC,50.65,2.37,4.77,no change,irontogold
Udyr,JUNGLE,50.75,18.86,6.46,no change,irontogold
Urgot,TOP,52.71,8.55,7.23,no change,irontogold
Varus,ADC,49.93,0.49,4.39,no change,irontogold
Vayne,ADC,50.56,14.26,12.27,no change,irontogold
