champ,role,winrate,rank,banrate,pickrate,change
Ivern,JUNGLE,51.26,plattogm,2.85,2.95,no change
Janna,SUPPORT,50.64,plattogm,0.7,5.94,no change
Jarvan IV,JUNGLE,49.82,plattogm,0.21,3.69,no change
Jarvan IV,SUPPORT,43.07,plattogm,0.21,0.38,no change
Jax,TOP,48.43,plattogm,6.11,3.91,no change
Jax,JUNGLE,46.98,plattogm,5.81,0.94,no change
Jayce,TOP,49.24,plattogm,1.07,3.35,no change
Jayce,MID,51.53,plattogm,1.07,1.04,no change
Jhin,ADC,50.95,plattogm,7.87,19.65,no change
Jinx,ADC,51.38,plattogm,0.28,6.41,buff
Kai'Sa,ADC,52.37,plattogm,40.54,33.39,no change
Kalista,ADC,48.22,plattogm,0.28,2.04,no change
Kalista,TOP,44.98,plattogm,0.25,0.24,no change
Karma,SUPPORT,49.08,plattogm,0.4,5.67,no change
Karma,MID,45.76,plattogm,0.4,0.96,no change
Karthus,JUNGLE,53.46,plattogm,8.76,5.04,no change
Kassadin,MID,50.67,plattogm,16.14,5.36,no change
Katarina,MID,50.52,plattogm,17.13,7.54,buff
Kayle,TOP,51.98,plattogm,0.41,1.45,no change
Kayle,MID,52.81,plattogm,0.42,0.32,no change
Kayn,JUNGLE,50.21,plattogm,10.79,9.04,no change
Kennen,TOP,50.81,plattogm,0.35,2.16,no change
Kennen,MID,52.94,plattogm,0.35,0.48,no change
Kha'Zix,JUNGLE,53.53,plattogm,16.21,10.3,no change
Kindred,JUNGLE,50.21,plattogm,1.22,3.38,no change
Kled,MID,54.95,plattogm,0.74,0.41,no change
Kled,TOP,48.69,plattogm,0.74,1.86,no change
Kog'Maw,MID,48.45,plattogm,0.07,0.12,no change
Kog'Maw,ADC,44.7,plattogm,0.07,0.63,no change
LeBlanc,MID,48.43,plattogm,2.48,3.24,no change
Lee Sin,JUNGLE,47.55,plattogm,2.02,7.58,buff
Leona,SUPPORT,50.36,plattogm,20.42,10.63,no change
Lillia,JUNGLE,47.5,plattogm,4.94,8.57,no change
Lissandra,MID,54.28,plattogm,0.26,1.77,no change
Lissandra,TOP,52.25,plattogm,0.28,0.23,no change
Lucian,MID,48.05,plattogm,5.22,4.56,no change
Lucian,ADC,49.93,plattogm,5.22,7.64,no change
Lulu,SUPPORT,50.25,plattogm,11.14,12.02,no change
Lux,MID,54.03,plattogm,0.62,3.45,no change
Lux,SUPPORT,47.09,plattogm,0.62,3.61,no change
Malphite,TOP,51.59,plattogm,13.54,7.7,no change
Malphite,MID,51.83,plattogm,13.54,1.15,no change
Malzahar,MID,52.76,plattogm,1.98,2.7,no change
Malzahar,TOP,54.95,plattogm,2.33,0.37,no change
Maokai,SUPPORT,54.65,plattogm,1.46,2.8,no change
Maokai,TOP,54.15,plattogm,1.46,0.94,no change
Master Yi,JUNGLE,50.45,plattogm,7.68,3.82,no change
Miss Fortune,ADC,51.86,plattogm,1.03,8.34,no change
Mordekaiser,TOP,51,plattogm,3.62,4.58,no change
Mordekaiser,MID,52.79,plattogm,3.62,0.63,no change
Morgana,SUPPORT,50.15,plattogm,22.67,6.31,no change
Morgana,MID,51.77,plattogm,22.67,0.89,no change
Nami,SUPPORT,52.37,plattogm,0.16,5.16,no change
Nasus,TOP,50.25,plattogm,1.96,3.33,no change
Nautilus,SUPPORT,48.78,plattogm,7.58,7.57,no change
Neeko,MID,52.57,plattogm,0.33,2.17,no change
Neeko,TOP,53.45,plattogm,0.33,0.47,no change
Neeko,SUPPORT,48.35,plattogm,0.33,0.6,no change
Nidalee,JUNGLE,49.22,plattogm,4.95,7.41,no change
Nocturne,TOP,55.21,plattogm,0.84,0.37,no change
Nocturne,MID,55.71,plattogm,0.84,0.44,no change
Nocturne,JUNGLE,51.5,plattogm,0.84,2.88,no change
Olaf,JUNGLE,52.16,plattogm,19.45,4.91,no change
Orianna,MID,50.69,plattogm,0.76,6.76,no change
Ornn,TOP,51.97,plattogm,0.63,4.04,no change
Pantheon,MID,51.34,plattogm,18.01,3.09,no change
Pantheon,TOP,50.04,plattogm,18.01,2.14,no change
Pantheon,SUPPORT,46.53,plattogm,18.01,2.46,no change
Pantheon,JUNGLE,45.6,plattogm,18.01,1.72,no change
Poppy,TOP,52.51,plattogm,0.72,2.1,no change
Poppy,JUNGLE,50.26,plattogm,0.72,0.77,no change
Pyke,MID,53.96,plattogm,3.83,1.14,no change
Pyke,SUPPORT,47.48,plattogm,3.83,4.89,no change
Qiyana,MID,50.2,plattogm,0.51,2.38,no change
Quinn,TOP,51.96,plattogm,1.06,1.92,no change
Quinn,MID,56.19,plattogm,1.06,0.31,no change
Rakan,SUPPORT,50.67,plattogm,0.19,4.67,no change
Rammus,JUNGLE,55.64,plattogm,5.03,3.47,no change
Rek'Sai,JUNGLE,51.86,plattogm,1.96,3.83,no change
Rell,SUPPORT,52.05,plattogm,13.97,10.67,no change
Renekton,TOP,49.53,plattogm,11.2,7.31,nerf
Renekton,MID,52.1,plattogm,11.2,1.43,nerf
Rengar,JUNGLE,51.61,plattogm,5.56,4.42,no change
Rengar,TOP,47.1,plattogm,5.56,1.42,no change
Riven,TOP,53.35,plattogm,3.23,6.64,no change
Riven,MID,53.92,plattogm,3.23,0.96,no change
Rumble,MID,51.85,plattogm,0.35,1.55,no change
Rumble,TOP,50.09,plattogm,0.35,1.34,no change
Ryze,MID,47.47,plattogm,0.2,2.81,no change
Ryze,TOP,46.28,plattogm,0.2,0.92,no change
Samira,ADC,49.48,plattogm,43.73,14.11,tweak
Sejuani,JUNGLE,48.95,plattogm,0.11,1.43,no change
Senna,SUPPORT,49.1,plattogm,13.69,9.05,no change
Senna,ADC,51.91,plattogm,13.69,13.92,no change
Seraphine,SUPPORT,52.6,plattogm,27.7,13.25,no change
Seraphine,MID,52.79,plattogm,27.7,2.85,no change
Seraphine,ADC,57.43,plattogm,27.7,1.86,no change
Sett,TOP,51.28,plattogm,2.28,4.77,no change
Sett,MID,50.41,plattogm,2.28,1.37,no change
Sett,SUPPORT,43.31,plattogm,2.28,2.68,no change
Shaco,JUNGLE,51.83,plattogm,7.11,4.53,no change
Shaco,SUPPORT,52.84,plattogm,7.11,2.41,no change
Shen,TOP,52.64,plattogm,2.41,6.09,no change
Shyvana,JUNGLE,51.63,plattogm,1.12,3.77,no change
Singed,TOP,52.72,plattogm,0.25,1.62,no change
Singed,MID,52.75,plattogm,0.23,0.22,no change
Sion,TOP,52.68,plattogm,0.19,2.92,no change
Sion,MID,60.02,plattogm,0.19,0.35,no change
Sivir,ADC,51.61,plattogm,0.17,3.53,no change
Skarner,JUNGLE,54.46,plattogm,1.08,3.23,nerf
Sona,SUPPORT,52.78,plattogm,0.12,1.85,no change
Soraka,SUPPORT,46.67,plattogm,0.33,2.99,buff
Swain,ADC,57.03,plattogm,2.09,0.8,no change
Swain,MID,53.65,plattogm,2.09,0.86,no change
Swain,SUPPORT,51.4,plattogm,2.09,2.46,no change
Sylas,MID,49.64,plattogm,2.44,5.41,no change
Sylas,TOP,50.62,plattogm,2.44,1.88,no change
Syndra,MID,47.28,plattogm,0.97,4.58,no change
Tahm Kench,ADC,51.98,plattogm,0.12,0.22,no change
Tahm Kench,TOP,46.01,plattogm,0.12,0.48,no change
Tahm Kench,SUPPORT,45.06,plattogm,0.12,0.23,no change
Taliyah,JUNGLE,50.99,plattogm,3.03,4.28,no change
Talon,MID,50.63,plattogm,1.33,3.1,buff
Taric,SUPPORT,50.84,plattogm,0.23,1.08,no change
Teemo,TOP,47.68,plattogm,1.71,2.43,no change
Teemo,MID,49.78,plattogm,1.71,0.33,no change
Thresh,SUPPORT,52.02,plattogm,11.12,19.32,no change
Tristana,ADC,52.67,plattogm,1.53,6.48,no change
Tristana,MID,50.53,plattogm,1.53,1.36,no change
Trundle,JUNGLE,49.55,plattogm,0.12,0.66,no change
Trundle,TOP,43.72,plattogm,0.12,0.29,no change
Tryndamere,TOP,49.8,plattogm,1.54,1.88,buff
Tryndamere,MID,48.99,plattogm,1.54,0.37,buff
Twisted Fate,MID,49.15,plattogm,1.32,7.46,no change
Twitch,ADC,51.74,plattogm,4.05,4.31,no change
Twitch,SUPPORT,41.89,plattogm,4.05,1.18,no change
Udyr,JUNGLE,53.74,plattogm,42.93,12.21,no change
Urgot,TOP,52.17,plattogm,1.07,2.68,buff
Varus,ADC,46.67,plattogm,0.05,1.21,tweak
Vayne,ADC,52.59,plattogm,9.76,13.7,no change
Veigar,MID,50.18,plattogm,0.3,1.88,buff
Veigar,ADC,52.18,plattogm,0.3,0.41,buff
Veigar,SUPPORT,45.44,plattogm,0.34,0.28,buff
Vel'Koz,MID,52.09,plattogm,0.34,1.65,no change
Vel'Koz,SUPPORT,51.69,plattogm,0.34,1.49,no change
Vi,JUNGLE,52.15,plattogm,0.29,2.53,tweak
Viego,JUNGLE,49.54,plattogm,42.42,10.1,tweak
Viego,MID,51.17,plattogm,42.42,4.03,tweak
Viego,TOP,49.26,plattogm,42.42,4.06,tweak
Viktor,MID,51.49,plattogm,1.52,5.99,no change
Vladimir,MID,50.03,plattogm,4.5,4.08,no change
Vladimir,TOP,49.51,plattogm,4.5,1.87,no change
Volibear,TOP,48.82,plattogm,2.13,4.1,no change
Volibear,MID,51.45,plattogm,2.13,0.5,no change
Volibear,JUNGLE,50,plattogm,2.13,1.3,no change
Warwick,TOP,48.34,plattogm,0.5,0.72,no change
Warwick,JUNGLE,47.84,plattogm,0.44,2.06,no change
Wukong,TOP,51.94,plattogm,1.87,4.05,no change
Wukong,JUNGLE,47.73,plattogm,1.83,0.61,no change
Xayah,ADC,49.66,plattogm,0.43,7.74,no change
Xerath,MID,51.64,plattogm,0.7,1.98,no change
Xerath,SUPPORT,50.1,plattogm,0.7,1.69,no change
Xin Zhao,JUNGLE,45.99,plattogm,0.1,1.06,no change
Yasuo,MID,50.52,plattogm,15.11,7.5,no change
Yasuo,ADC,51.03,plattogm,15.11,1.13,no change
Yasuo,TOP,48.02,plattogm,15.11,1.93,no change
Yone,MID,51.36,plattogm,29.15,11.42,no change
Yone,TOP,51.24,plattogm,29.15,2.47,no change
Yorick,MID,54.16,plattogm,0.45,0.15,no change
Yorick,TOP,48.93,plattogm,0.32,1.02,no change
Yuumi,SUPPORT,49.81,plattogm,7.95,8.14,no change
Zac,JUNGLE,49.3,plattogm,0.76,2.53,no change
Zac,TOP,50.6,plattogm,0.76,0.3,no change
Zed,MID,50.17,plattogm,24.42,8.8,no change
Ziggs,ADC,53.62,plattogm,0.06,0.32,no change
Ziggs,MID,47.14,plattogm,0.06,1.03,no change
Zilean,MID,54.76,plattogm,0.41,0.57,no change
Zilean,SUPPORT,51.38,plattogm,0.41,2.83,no change
Zoe,MID,48.21,plattogm,3.58,4.7,no change
Zyra,SUPPORT,47.91,plattogm,0.59,2.37,no change
Aatrox,TOP,48.75,plattogm,4.01,5.51,no change
Aatrox,MID,54.19,plattogm,4.01,0.75,no change
Ahri,MID,53.85,plattogm,0.91,4.55,no change
Akali,MID,47.47,plattogm,5.35,2.23,no change
Akali,TOP,46.49,plattogm,5.35,1.17,no change
Alistar,SUPPORT,50.82,plattogm,4.3,10.51,no change
Amumu,JUNGLE,52.3,plattogm,0.64,1.68,no change
Anivia,MID,51.53,plattogm,12.82,4.79,no change
Annie,MID,55.08,plattogm,0.75,2.35,no change
Aphelios,ADC,47.52,plattogm,1.73,6.34,no change
Ashe,ADC,52.15,plattogm,0.61,5.5,no change
Ashe,SUPPORT,51.95,plattogm,0.61,0.82,no change
Aurelion Sol,MID,54.24,plattogm,0.22,0.9,no change
Aurelion Sol,TOP,48.88,plattogm,0.21,0.12,no change
Azir,MID,48.09,plattogm,0.67,3.34,nerf
Bard,SUPPORT,52.93,plattogm,1.17,6.09,no change
Blitzcrank,SUPPORT,50.21,plattogm,5.95,5.31,no change
Brand,MID,56.61,plattogm,2.5,0.66,no change
Brand,SUPPORT,47.51,plattogm,2.1,2.49,no change
Braum,SUPPORT,51.24,plattogm,0.23,2.2,no change
Caitlyn,ADC,52.72,plattogm,4.41,11.11,no change
Camille,TOP,49.94,plattogm,16.51,9.88,no change
Cassiopeia,MID,50.84,plattogm,1.26,2.55,no change
Cassiopeia,TOP,52.26,plattogm,1.26,0.62,no change
Cho'Gath,TOP,53.15,plattogm,1.48,3.9,no change
Cho'Gath,MID,50.92,plattogm,1.48,0.8,no change
Corki,MID,51.39,plattogm,0.19,2.08,no change
Darius,TOP,53.1,plattogm,31.01,6.93,no change
Diana,MID,52.82,plattogm,2.76,5.2,no change
Dr. Mundo,JUNGLE,49.75,plattogm,1.9,4.1,no change
Dr. Mundo,TOP,50.3,plattogm,2.19,0.59,no change
Draven,ADC,51.32,plattogm,3.82,4.65,no change
Ekko,MID,50.05,plattogm,6.07,5.05,no change
Ekko,JUNGLE,50.33,plattogm,6.07,6.12,no change
Elise,JUNGLE,52.74,plattogm,8.94,7.16,no change
Evelynn,JUNGLE,51.98,plattogm,12.91,4.62,no change
Ezreal,ADC,47.74,plattogm,3.82,20.6,no change
Fiddlesticks,JUNGLE,53.67,plattogm,4.46,4.21,no change
Fiora,TOP,51.23,plattogm,8.82,7.89,no change
Fizz,MID,52.51,plattogm,12.43,4.8,no change
Galio,MID,53.6,plattogm,3.19,4.94,no change
Galio,SUPPORT,51.64,plattogm,3.19,3.79,no change
Gangplank,TOP,46.05,plattogm,2.06,4.55,no change
Gangplank,MID,48.68,plattogm,2.06,0.63,no change
Garen,TOP,54.4,plattogm,3.42,5.64,no change
Garen,MID,54.24,plattogm,4.02,0.91,no change
Gnar,TOP,51.89,plattogm,13.49,14.03,no change
Gragas,TOP,48.38,plattogm,2.73,6.45,nerf
Gragas,JUNGLE,50.26,plattogm,2.73,3.32,nerf
Gragas,SUPPORT,48.09,plattogm,2.73,2.55,nerf
Graves,JUNGLE,49.24,plattogm,8.07,10.15,no change
Hecarim,JUNGLE,50.56,plattogm,27.75,12.94,no change
Heimerdinger,TOP,53.97,plattogm,0.57,0.9,no change
Heimerdinger,ADC,53.67,plattogm,0.57,0.48,no change
Heimerdinger,MID,47.17,plattogm,0.57,0.75,no change
Illaoi,TOP,51.72,plattogm,1.72,1.69,no change
Irelia,TOP,47.45,plattogm,16.91,7.43,no change
Irelia,MID,45.3,plattogm,16.91,4.01,no change
Ivern,JUNGLE,52.29,plattogm,1.56,2.58,no change
Janna,SUPPORT,52.11,plattogm,0.68,5.91,no change
Jarvan IV,JUNGLE,51.37,plattogm,0.33,4.81,no change
Jax,TOP,48.51,plattogm,4.93,3.53,buff
Jax,MID,47.05,plattogm,4.93,0.38,buff
Jax,JUNGLE,42.06,plattogm,4.85,0.9,buff
Jayce,TOP,48.54,plattogm,1.49,4,no change
Jayce,MID,48.31,plattogm,1.49,1.04,no change
Jhin,ADC,51.12,plattogm,5.91,17,no change
Jinx,ADC,52.48,plattogm,3.36,14.24,no change
Kai'Sa,ADC,51.24,plattogm,32.39,28.98,no change
Kalista,ADC,49.42,plattogm,0.46,2.43,no change
Kalista,TOP,43.54,plattogm,0.39,0.31,no change
Karma,SUPPORT,50.07,plattogm,0.36,5.41,buff
Karma,MID,47.23,plattogm,0.36,0.66,buff
Karthus,JUNGLE,53.16,plattogm,11.35,4.95,no change
Kassadin,MID,51.82,plattogm,19.07,5.98,no change
Katarina,MID,51.06,plattogm,20.51,7.82,no change
Kayle,TOP,48.46,plattogm,0.33,1.7,no change
Kayle,MID,47.72,plattogm,0.35,0.33,no change
Kayn,JUNGLE,48.82,plattogm,9.82,9.93,no change
Kennen,TOP,52.45,plattogm,0.37,2.18,no change
Kennen,MID,52.69,plattogm,0.37,0.54,no change
Kha'Zix,JUNGLE,53.76,plattogm,13.34,9.82,no change
Kindred,JUNGLE,49.29,plattogm,1.09,3.41,no change
Kled,TOP,47.54,plattogm,0.66,1.71,no change
Kled,MID,49.77,plattogm,0.72,0.38,no change
Kog'Maw,MID,53.61,plattogm,0.09,0.13,no change
Kog'Maw,ADC,50.62,plattogm,0.1,0.8,no change
LeBlanc,MID,49.22,plattogm,2.49,3.36,no change
Lee Sin,JUNGLE,48.53,plattogm,2.69,11.39,no change
Leona,SUPPORT,51.97,plattogm,18.67,9.27,no change
Lillia,JUNGLE,47.57,plattogm,5.09,8.83,no change
Lissandra,MID,51.56,plattogm,0.28,1.74,no change
Lissandra,TOP,49.94,plattogm,0.29,0.23,no change
Lucian,MID,48.7,plattogm,5.22,4.74,no change
Lucian,ADC,50.5,plattogm,5.22,6.99,no change
Lucian,TOP,49.23,plattogm,5.22,1.2,no change
Lulu,SUPPORT,50.16,plattogm,10.64,12.05,no change
Lux,MID,50.27,plattogm,0.62,3.27,no change
Lux,SUPPORT,47.34,plattogm,0.62,3.66,no change
Malphite,TOP,53.02,plattogm,14.04,7.15,no change
Malphite,MID,53.35,plattogm,14.04,1.11,no change
Malzahar,MID,53.49,plattogm,1.97,2.61,no change
Malzahar,TOP,54.65,plattogm,2.26,0.37,no change
Maokai,TOP,51.19,plattogm,0.76,0.76,no change
Maokai,SUPPORT,51.22,plattogm,0.68,2.29,no change
Master Yi,JUNGLE,49.58,plattogm,6.54,3.68,buff
Miss Fortune,ADC,52.81,plattogm,0.69,6.54,no change
Mordekaiser,TOP,49.59,plattogm,3.4,4.11,no change
Mordekaiser,MID,54.48,plattogm,3.85,0.59,no change
Morgana,SUPPORT,49.76,plattogm,23.79,6.78,no change
Morgana,MID,53.81,plattogm,23.79,0.85,no change
Nami,SUPPORT,53.08,plattogm,0.15,5.09,no change
Nasus,TOP,52.95,plattogm,2.11,3.49,no change
Nautilus,SUPPORT,50.05,plattogm,7.15,6.96,no change
Neeko,MID,52.84,plattogm,0.36,2.01,no change
Neeko,TOP,51.42,plattogm,0.36,0.45,no change
Neeko,SUPPORT,46.83,plattogm,0.36,0.59,no change
Nidalee,JUNGLE,49.25,plattogm,4.28,7.4,no change
Nocturne,JUNGLE,54.13,plattogm,1.12,2.97,no change
Nocturne,TOP,53.64,plattogm,1.12,0.88,no change
Nocturne,MID,52.06,plattogm,1.12,0.56,no change
Olaf,JUNGLE,50.61,plattogm,9.47,3.92,no change
Orianna,MID,49.36,plattogm,0.8,6.03,no change
Ornn,TOP,50.14,plattogm,0.63,3.91,no change
Pantheon,MID,51.62,plattogm,10.88,2.6,no change
Pantheon,TOP,49.94,plattogm,10.88,1.77,no change
Pantheon,JUNGLE,48.39,plattogm,11.84,1.06,no change
Pantheon,SUPPORT,44.15,plattogm,10.88,1.86,no change
Poppy,TOP,51.43,plattogm,0.83,2.09,no change
Poppy,JUNGLE,50.43,plattogm,0.83,1.03,no change
Pyke,SUPPORT,48.86,plattogm,3.97,5.37,tweak
Pyke,MID,52.3,plattogm,3.97,1.12,tweak
Qiyana,MID,48.97,plattogm,0.66,2.96,buff
Quinn,TOP,50.16,plattogm,1.19,2.08,no change
Quinn,MID,54.35,plattogm,1.26,0.35,no change
Rakan,SUPPORT,51.35,plattogm,0.21,4.58,no change
Rammus,JUNGLE,53.57,plattogm,6.1,3.89,nerf
Rek'Sai,JUNGLE,51.73,plattogm,2.7,4.9,no change
Rell,SUPPORT,51.75,plattogm,23.22,9.82,nerf
Renekton,TOP,49.52,plattogm,10.06,6.65,no change
Renekton,MID,53.14,plattogm,10.06,1.43,no change
Rengar,JUNGLE,52.75,plattogm,5.99,4.28,no change
Rengar,TOP,48.3,plattogm,5.99,1.25,no change
Riven,TOP,49.78,plattogm,3.61,6.63,no change
Riven,MID,55.19,plattogm,3.61,0.93,no change
Rumble,MID,50.13,plattogm,0.37,1.57,no change
Rumble,TOP,49.19,plattogm,0.37,1.35,no change
Ryze,MID,47.17,plattogm,0.29,4.14,no change
Ryze,TOP,44.98,plattogm,0.29,1.23,no change
Samira,ADC,47.94,plattogm,13.8,3.64,buff
Sejuani,JUNGLE,51.2,plattogm,0.13,1.69,buff
Senna,SUPPORT,49.83,plattogm,19.6,10.79,no change
Senna,ADC,52.35,plattogm,19.6,9.07,no change
Seraphine,SUPPORT,53,plattogm,31.02,12.66,tweak
Seraphine,MID,54.1,plattogm,31.02,2.6,tweak
Seraphine,ADC,55.98,plattogm,31.02,2.14,tweak
Sett,TOP,46.5,plattogm,2.28,5.04,no change
Sett,MID,50.74,plattogm,2.28,1.36,no change
Sett,SUPPORT,46.09,plattogm,2.28,2.21,no change
Shaco,JUNGLE,53.89,plattogm,8.4,5.17,tweak
Shaco,SUPPORT,49.51,plattogm,8.4,2.43,tweak
Shen,TOP,53.3,plattogm,2.15,5.54,no change
Shyvana,JUNGLE,49.27,plattogm,0.46,2.39,no change
Singed,TOP,51.2,plattogm,0.3,1.61,no change
Singed,MID,55.85,plattogm,0.26,0.21,no change
Sion,TOP,49.15,plattogm,0.24,3.44,no change
Sion,MID,48.67,plattogm,0.24,0.44,no change
Sivir,ADC,51.34,plattogm,1.49,7.36,no change
Skarner,JUNGLE,56.02,plattogm,2.31,3.82,no change
Sona,SUPPORT,55.7,plattogm,0.16,1.72,no change
Soraka,SUPPORT,50.17,plattogm,0.58,4.05,no change
Swain,SUPPORT,54.55,plattogm,1.94,2.42,no change
Swain,ADC,53.29,plattogm,1.94,0.9,no change
Swain,MID,51.36,plattogm,1.94,0.8,no change
Sylas,MID,48.37,plattogm,2.07,4.89,no change
Sylas,TOP,51.67,plattogm,2.07,1.86,no change
Syndra,MID,47.84,plattogm,1.03,4.27,no change
Tahm Kench,ADC,53.67,plattogm,0.14,0.57,no change
Tahm Kench,TOP,48.81,plattogm,0.15,0.59,no change
Tahm Kench,SUPPORT,46.87,plattogm,0.14,0.26,no change
Taliyah,JUNGLE,50.55,plattogm,0.98,2.81,no change
Talon,MID,52.16,plattogm,4.36,5.25,no change
Talon,TOP,56.6,plattogm,4.36,0.59,no change
Taric,SUPPORT,44.36,plattogm,0.18,0.98,no change
Teemo,MID,54.15,plattogm,1.89,0.33,no change
Teemo,TOP,44.87,plattogm,1.63,2.23,no change
Thresh,SUPPORT,51.68,plattogm,14.55,20.27,no change
Tristana,ADC,51.11,plattogm,2.5,8.39,no change
Tristana,MID,52.41,plattogm,2.5,1.76,no change
Trundle,JUNGLE,51.4,plattogm,0.11,0.71,buff
Trundle,TOP,48.76,plattogm,0.12,0.28,buff
Tryndamere,TOP,49.65,plattogm,1.96,2.25,no change
Tryndamere,MID,48.02,plattogm,1.96,0.45,no change
Twisted Fate,MID,49.01,plattogm,1.26,6.15,no change
Twitch,ADC,49.47,plattogm,5.91,4.83,tweak
Twitch,SUPPORT,41.69,plattogm,5.91,1.09,tweak
Udyr,JUNGLE,53.26,plattogm,61.84,10.24,nerf
Urgot,TOP,50.49,plattogm,1.33,3.39,no change
Urgot,MID,54.55,plattogm,1.5,0.38,no change
Varus,ADC,48.65,plattogm,0.17,2.48,no change
Vayne,ADC,53.32,plattogm,10.98,13.52,no change
Veigar,MID,52.6,plattogm,0.49,3.05,no change
Veigar,ADC,54.86,plattogm,0.49,0.63,no change
Vel'Koz,MID,51.98,plattogm,0.38,1.73,no change
Vel'Koz,SUPPORT,51.36,plattogm,0.38,1.47,no change
Vi,JUNGLE,53.24,plattogm,0.3,2.52,no change
Viego,JUNGLE,49.81,plattogm,43.37,8.96,no change
Viego,MID,49.2,plattogm,43.37,3.96,no change
Viego,TOP,49.95,plattogm,43.37,3.21,no change
Viktor,MID,52.66,plattogm,1.25,5.5,no change
Vladimir,MID,51.17,plattogm,4.16,3.93,no change
Vladimir,TOP,50.52,plattogm,4.16,2.17,no change
Volibear,TOP,51.79,plattogm,2.11,3.97,no change
Volibear,JUNGLE,48.93,plattogm,2.28,0.85,no change
Warwick,JUNGLE,52.17,plattogm,0.54,2.49,no change
Warwick,TOP,49.23,plattogm,0.48,0.73,no change
Wukong,TOP,50.74,plattogm,1.9,3.88,no change
Wukong,MID,56.58,plattogm,1.76,0.49,no change
Wukong,JUNGLE,44.54,plattogm,1.76,0.55,no change
Xayah,ADC,48.25,plattogm,0.73,7.46,no change
Xerath,MID,49.12,plattogm,0.7,1.78,no change
Xerath,SUPPORT,47.46,plattogm,0.7,1.68,no change
Xin Zhao,JUNGLE,47.55,plattogm,0.09,1.15,no change
Yasuo,MID,51.29,plattogm,15.09,7.33,no change
Yasuo,TOP,51.64,plattogm,15.09,2.02,no change
Yasuo,ADC,49.65,plattogm,15.09,1.21,no change
Yone,MID,50.68,plattogm,29.42,10.64,no change
Yone,TOP,51.61,plattogm,29.42,2.46,no change
Yorick,MID,54,plattogm,0.44,0.14,no change
Yorick,TOP,48.31,plattogm,0.36,1.11,no change
Yuumi,SUPPORT,49.32,plattogm,7.93,8.13,no change
Zac,JUNGLE,50.84,plattogm,0.7,2.45,no change
Zac,TOP,49.56,plattogm,0.7,0.29,no change
Zed,MID,51.92,plattogm,25.67,9.03,no change
Ziggs,MID,49.9,plattogm,0.08,1.01,no change
Ziggs,ADC,49.59,plattogm,0.08,0.27,no change
Zilean,MID,56.85,plattogm,0.59,0.57,no change
Zilean,SUPPORT,49.96,plattogm,0.59,2.82,no change
Zoe,MID,50.01,plattogm,3.78,4.53,no change
Zyra,SUPPORT,48.92,plattogm,0.6,2.37,no change
Aatrox,TOP,48.6,plattogm,3.46,5.57,no change
Aatrox,MID,55.81,plattogm,3.46,0.8,no change
Ahri,MID,52.79,plattogm,1.17,6,no change
Akali,TOP,50.42,plattogm,3.9,0.85,tweak
Akali,MID,44.23,plattogm,3.9,2.13,tweak
Alistar,SUPPORT,51.58,plattogm,4.57,12,no change
Amumu,JUNGLE,46.24,plattogm,0.56,1.55,no change
Anivia,MID,52.87,plattogm,10.99,4.72,no change
Annie,MID,52.43,plattogm,0.86,2.34,no change
Aphelios,ADC,47.85,plattogm,1.34,5.34,no change
Ashe,ADC,50.17,plattogm,0.55,4.52,no change
Ashe,SUPPORT,48.11,plattogm,0.55,0.75,no change
Aurelion Sol,TOP,55.02,plattogm,0.23,0.12,no change
Aurelion Sol,MID,53.42,plattogm,0.25,0.91,no change
Azir,MID,45.27,plattogm,0.38,1.94,no change
Bard,SUPPORT,52.98,plattogm,1.48,6.43,no change
Blitzcrank,SUPPORT,48.33,plattogm,5.84,5.43,no change
Brand,SUPPORT,49.65,plattogm,2.27,2.75,no change
Brand,MID,50.94,plattogm,2.8,0.71,no change
Braum,SUPPORT,49,plattogm,0.26,2.19,no change
Caitlyn,ADC,51.59,plattogm,5.18,11.9,no change
Camille,TOP,50.87,plattogm,11.56,8.29,no change
Cassiopeia,MID,51.86,plattogm,1.32,2.35,no change
Cassiopeia,TOP,48.26,plattogm,1.32,0.64,no change
Cho'Gath,TOP,52.52,plattogm,1.76,4.54,no change
Cho'Gath,MID,49.63,plattogm,1.76,0.92,no change
Corki,MID,54.34,plattogm,0.26,2.39,no change
Darius,TOP,52.9,plattogm,31.34,6.91,no change
Diana,MID,52.72,plattogm,3.45,5.03,no change
Dr. Mundo,JUNGLE,50.25,plattogm,2.23,4.21,no change
Draven,ADC,50.16,plattogm,4.51,5.04,no change
Ekko,MID,52.33,plattogm,5.28,4.5,no change
Ekko,JUNGLE,49.28,plattogm,5.28,5.71,no change
Elise,JUNGLE,51.6,plattogm,7.75,6.8,no change
Evelynn,JUNGLE,50.87,plattogm,12.21,4.46,no change
Ezreal,ADC,48.4,plattogm,3.78,18.72,no change
Fiddlesticks,JUNGLE,52.35,plattogm,4.45,4.3,no change
Fiddlesticks,SUPPORT,46.72,plattogm,4.45,0.31,no change
Fiora,TOP,50.97,plattogm,9.77,7.21,no change
Fizz,MID,52.24,plattogm,11.29,4.46,no change
Galio,MID,53.03,plattogm,2.44,4.47,no change
Galio,SUPPORT,49.84,plattogm,2.44,2.33,no change
Gangplank,TOP,46.16,plattogm,1.93,4.26,no change
Gangplank,MID,48.82,plattogm,1.93,0.57,no change
Garen,TOP,52.02,plattogm,3.71,5.66,no change
