champ,role,winrate,banrate,pickrate,change,rank
Volibear,TOP,46.08,1.22,3.23,no change,challenger
Volibear,JUNGLE,40,1.22,0.71,no change,challenger
Warwick,JUNGLE,50.91,0.31,1.22,no change,challenger
Wukong,TOP,54.33,2.06,4.97,no change,challenger
Xayah,ADC,57.69,0.16,3.65,no change,challenger
Xerath,MID,56.76,0.56,2.09,no change,challenger
Xerath,SUPPORT,47.62,0.56,1.67,no change,challenger
Yasuo,MID,49.72,8.72,6,no change,challenger
Yasuo,ADC,57.45,8.72,1.32,no change,challenger
Yasuo,TOP,49.06,8.72,1.77,no change,challenger
Yone,MID,53.74,32.99,12.83,no change,challenger
Yone,TOP,47.44,32.99,2.65,no change,challenger
Yorick,TOP,55,0.12,0.63,no change,challenger
Yuumi,SUPPORT,51.05,8.13,7.44,no change,challenger
Zac,JUNGLE,54.35,0.89,2.61,no change,challenger
Zed,MID,55.32,13.24,7.32,no change,challenger
Zoe,MID,53.7,4.68,6.79,no change,challenger
Aatrox,TOP,51.24,5.15,7.7,no change,challenger
Ahri,MID,55.32,0.45,3.66,no change,challenger
Akali,MID,50,13.97,3.76,no change,challenger
Akali,TOP,35.14,13.97,2.12,no change,challenger
Alistar,SUPPORT,57.36,4.42,12.95,no change,challenger
Anivia,MID,62.96,20.77,6.19,nerf,challenger
Aphelios,ADC,47.97,3.33,11.1,no change,challenger
Ashe,ADC,43.48,0.51,4.74,no change,challenger
Aurelion Sol,MID,64.44,0.22,1.31,no change,challenger
Azir,MID,40.38,0.4,2.31,no change,challenger
Bard,SUPPORT,58.06,2,7.8,no change,challenger
Braum,SUPPORT,60.87,0.16,1.76,no change,challenger
Caitlyn,ADC,42.86,1.2,4.2,no change,challenger
Camille,TOP,54.72,25.71,16.55,no change,challenger
Camille,MID,66.67,25.71,1.26,no change,challenger
Cassiopeia,MID,50,1.84,2.38,no change,challenger
Cho'Gath,TOP,57.14,0.63,3.5,no change,challenger
Cho'Gath,MID,50,0.63,1.08,no change,challenger
Corki,MID,45,0.09,0.82,no change,challenger
Darius,TOP,46.67,28.61,7.64,no change,challenger
Diana,MID,55.06,2.8,4.51,no change,challenger
Dr. Mundo,JUNGLE,47.62,0.71,1.81,no change,challenger
Draven,ADC,49.21,5.88,5.21,no change,challenger
Ekko,MID,49.06,9.63,5.24,no change,challenger
Ekko,JUNGLE,51.08,9.63,8.37,no change,challenger
Elise,JUNGLE,49.55,9.36,8,nerf,challenger
Evelynn,JUNGLE,52.38,20.73,5.34,no change,challenger
Ezreal,ADC,46.15,0.87,8.46,buff,challenger
Fiddlesticks,JUNGLE,48.48,4.19,3.93,no change,challenger
Fiora,TOP,53.73,9.79,6.01,no change,challenger
Fizz,MID,55.56,9.88,4.41,no change,challenger
Galio,MID,58.33,2.85,5.49,no change,challenger
Galio,SUPPORT,64.71,2.85,3.77,no change,challenger
Gangplank,TOP,58.02,2.25,4.76,no change,challenger
Garen,TOP,50,1.24,3.32,no change,challenger
Gnar,TOP,50,3.92,9.68,no change,challenger
Gragas,TOP,46.84,2.42,6.63,no change,challenger
Gragas,SUPPORT,54.05,2.42,2.32,no change,challenger
Gragas,JUNGLE,51.79,2.42,2.43,no change,challenger
Graves,JUNGLE,49.21,16.88,12.2,no change,challenger
Hecarim,JUNGLE,54.19,28.77,13.64,no change,challenger
Illaoi,TOP,61.29,0.94,1.61,no change,challenger
Irelia,TOP,43.42,16.16,7.83,no change,challenger
Irelia,MID,42.22,16.16,4.09,no change,challenger
Ivern,JUNGLE,62.3,9.97,4.98,nerf,challenger
Janna,SUPPORT,50.65,1.58,8.74,no change,challenger
Jarvan IV,JUNGLE,53.33,0.24,3.52,no change,challenger
Jax,TOP,54.55,7.84,3.97,no change,challenger
Jayce,TOP,48.98,1.2,3.13,no change,challenger
Jhin,ADC,53.31,8.72,24.87,no change,challenger
Jinx,ADC,57.78,0.1,1.57,tweak,challenger
Kai'Sa,ADC,55.37,34.8,39.76,no change,challenger
Kalista,ADC,55.17,0.35,2.89,no change,challenger
Karma,TOP,70,0.28,1.1,buff,challenger
Karma,SUPPORT,49.32,0.28,4.91,buff,challenger
Karthus,JUNGLE,61.19,6.53,4.8,no change,challenger
Karthus,ADC,53.85,6.53,1.3,no change,challenger
Kassadin,MID,43.33,23.51,6.88,no change,challenger
Katarina,MID,46,19.59,6.63,no change,challenger
Kayn,JUNGLE,43.82,12.89,8.96,no change,challenger
Kennen,TOP,43.24,0.22,2.32,no change,challenger
Kha'Zix,JUNGLE,58.89,23.61,10.91,no change,challenger
Kindred,JUNGLE,52.08,3.77,4.02,no change,challenger
Kled,TOP,59.09,0.72,2.08,no change,challenger
LeBlanc,MID,52.94,2.08,2.82,no change,challenger
Lee Sin,JUNGLE,45.68,0.97,6.17,no change,challenger
Leona,SUPPORT,48.75,19.49,10.76,no change,challenger
Lillia,JUNGLE,47.76,6.4,9.47,no change,challenger
Lucian,MID,43.82,6.26,5.17,no change,challenger
Lucian,ADC,42.98,6.26,8.04,no change,challenger
Lulu,SUPPORT,55.21,13.24,13.15,no change,challenger
Lux,MID,48.39,0.37,2.51,no change,challenger
Malphite,TOP,48.94,15.14,7.05,no change,challenger
Malzahar,MID,41.38,1.21,2.48,no change,challenger
Maokai,TOP,61.54,3.92,0.97,no change,challenger
Maokai,SUPPORT,54.55,3.92,3.69,no change,challenger
Master Yi,JUNGLE,57.45,5.83,2.47,no change,challenger
Miss Fortune,ADC,39.42,1.3,11.21,no change,challenger
Mordekaiser,TOP,39.39,1.81,3.06,buff,challenger
Morgana,SUPPORT,52.5,15.35,5,no change,challenger
Nami,SUPPORT,48.15,0.1,5.51,no change,challenger
Nautilus,SUPPORT,53.75,7.51,7.62,no change,challenger
Neeko,MID,59.26,0.37,1.7,no change,challenger
Nidalee,JUNGLE,51.95,5.26,8.51,no change,challenger
Nocturne,JUNGLE,47.62,0.42,1.68,no change,challenger
Olaf,JUNGLE,55.1,40.08,9.49,nerf,challenger
Orianna,MID,39.02,0.6,5.81,no change,challenger
Ornn,TOP,53.66,0.65,4.17,no change,challenger
Pantheon,JUNGLE,60.29,29.28,7.31,tweak,challenger
Pantheon,TOP,61.11,29.28,3.66,tweak,challenger
Pantheon,MID,44.44,29.28,3.26,tweak,challenger
Pantheon,SUPPORT,53.13,29.28,2.66,tweak,challenger
Poppy,TOP,64.29,0.74,2.49,no change,challenger
Pyke,SUPPORT,52.73,3.23,4.77,no change,challenger
Qiyana,MID,54,0.64,2.71,no change,challenger
Rakan,SUPPORT,34.62,0.14,4.82,no change,challenger
Rek'Sai,JUNGLE,45.45,2.86,3.91,no change,challenger
Rell,SUPPORT,55.07,4.8,7.54,tweak,challenger
Renekton,TOP,52.78,10.28,8.95,no change,challenger
Renekton,MID,42.86,10.28,1.51,no change,challenger
Rengar,JUNGLE,64.86,10.21,4.33,no change,challenger
Riven,TOP,52.46,2.22,4.64,buff,challenger
Rumble,TOP,44.83,1.1,1.19,no change,challenger
Rumble,MID,44.9,1.1,1.98,no change,challenger
Ryze,MID,52.08,0.23,2.63,no change,challenger
Samira,ADC,48.51,39.81,14.88,no change,challenger
Senna,SUPPORT,57.55,3.44,7.95,no change,challenger
Senna,ADC,53.66,3.44,10.88,no change,challenger
Seraphine,SUPPORT,62.91,23.67,14.68,nerf,challenger
Seraphine,MID,60,23.67,4.25,nerf,challenger
Seraphine,ADC,57.5,23.67,3.15,nerf,challenger
Sett,TOP,43.48,1.18,3.34,no change,challenger
Sett,SUPPORT,45.24,1.18,3.49,no change,challenger
Shen,TOP,48.51,3.51,7.05,no change,challenger
Soraka,SUPPORT,41.94,0.82,4.03,no change,challenger
Sylas,MID,52.73,2.23,4.37,tweak,challenger
Sylas,TOP,50,2.23,2.18,tweak,challenger
Syndra,MID,61.11,1.2,4.9,no change,challenger
Taliyah,JUNGLE,50.62,11.72,9.87,tweak,challenger
Taliyah,SUPPORT,44,11.72,0.33,tweak,challenger
Talon,MID,32.2,2.77,3.23,no change,challenger
Taric,SUPPORT,51.06,0.54,1.52,no change,challenger
Thresh,SUPPORT,51.63,11.78,18.5,no change,challenger
Tristana,ADC,56,1.11,5.62,no change,challenger
Tristana,MID,57.89,1.11,1.86,no change,challenger
Twisted Fate,MID,47.75,1.63,7.93,no change,challenger
Twitch,ADC,56.18,2.54,5.76,no change,challenger
Udyr,JUNGLE,45.61,8.69,7.91,nerf,challenger
Urgot,TOP,28.89,0.84,2.45,no change,challenger
Vayne,ADC,52.55,6.52,12.01,no change,challenger
Vayne,TOP,64,6.52,1.26,no change,challenger
Viego,JUNGLE,54.51,35.69,9.6,no change,challenger
Viego,MID,45.16,35.69,3.89,no change,challenger
Viego,TOP,40,35.69,4.26,no change,challenger
Viktor,MID,58.42,1.65,7.27,no change,challenger
Vladimir,MID,58.23,4.93,3.72,buff,challenger
Vladimir,TOP,50,4.93,2.11,buff,challenger
Volibear,TOP,48.28,0.99,3.21,no change,challenger
Wukong,TOP,59.52,2.75,5.26,no change,challenger
Xayah,ADC,45.9,0.21,5.52,no change,challenger
Xerath,MID,38.46,0.4,1.95,no change,challenger
Yasuo,MID,49.47,9.55,6.09,no change,challenger
Yasuo,TOP,57.14,9.55,1.95,no change,challenger
Yone,MID,42.7,31.27,11.76,no change,challenger
Yone,TOP,28.57,31.27,2.46,no change,challenger
Yuumi,SUPPORT,54.65,10.29,9.42,no change,challenger
Zed,MID,49.12,15.57,7.57,no change,challenger
Ziggs,MID,64,0.09,1.03,no change,challenger
Zoe,MID,41.18,3.86,6.2,no change,challenger
Aatrox,TOP,45.45,3.61,6.61,no change,challenger
Aatrox,MID,48.28,3.61,1.05,no change,challenger
Ahri,MID,63.89,0.52,3.2,no change,challenger
Akali,MID,44.68,7.43,2.28,no change,challenger
Akali,TOP,45,7.43,1.44,no change,challenger
Alistar,SUPPORT,48.08,5.34,12.67,no change,challenger
Anivia,MID,43.59,15.13,4.84,no change,challenger
Annie,MID,44.12,1.04,2.07,no change,challenger
Aphelios,ADC,48.86,2.23,9.47,no change,challenger
Ashe,ADC,53.39,0.37,5.99,no change,challenger
Aurelion Sol,MID,56.25,0.18,1.09,no change,challenger
Azir,MID,56.86,0.84,3.69,no change,challenger
Bard,SUPPORT,53.1,2.52,7.75,no change,challenger
Blitzcrank,SUPPORT,54.55,3.07,4.28,no change,challenger
Braum,SUPPORT,40,0.07,1.85,buff,challenger
Caitlyn,ADC,37.14,0.5,2.58,buff,challenger
Camille,TOP,56.76,30.26,15.28,nerf,challenger
Cassiopeia,MID,45.9,1.28,3.17,no change,challenger
Cho'Gath,MID,69.57,0.67,1.03,no change,challenger
Cho'Gath,TOP,59.72,0.67,3.18,no change,challenger
Corki,MID,50,0.13,1.45,no change,challenger
Darius,TOP,54.78,26.27,7.79,no change,challenger
Diana,MID,53.57,2.27,4.16,no change,challenger
Dr. Mundo,JUNGLE,62.12,0.78,3.35,no change,challenger
Draven,ADC,62.22,4.29,4.48,no change,challenger
Ekko,MID,54.26,7.77,5.53,no change,challenger
Ekko,JUNGLE,46.54,7.77,7.16,no change,challenger
Elise,JUNGLE,51.82,7.03,5.71,no change,challenger
Evelynn,JUNGLE,53.7,18.04,5.02,no change,challenger
Ezreal,ADC,48.71,1.43,17.29,no change,challenger
Fiddlesticks,JUNGLE,61.9,4.66,3.87,no change,challenger
Fiora,TOP,50.51,6.28,5.15,buff,challenger
Fizz,MID,57.47,9.77,3.84,no change,challenger
Galio,MID,59,4.08,5.72,no change,challenger
Galio,SUPPORT,50,4.08,3.23,no change,challenger
Gangplank,TOP,48.33,2.34,4.95,no change,challenger
Garen,TOP,48.57,1.64,3.81,no change,challenger
Gnar,TOP,57.14,6.31,13.38,no change,challenger
Gragas,TOP,45.99,2.75,8.06,no change,challenger
Gragas,SUPPORT,54.67,2.75,3.27,no change,challenger
Gragas,JUNGLE,50,2.75,2.44,no change,challenger
Graves,JUNGLE,50.62,12.05,13.2,no change,challenger
Hecarim,JUNGLE,52.61,29.28,14.59,no change,challenger
Irelia,TOP,57.55,18.19,8.29,no change,challenger
Irelia,MID,43.43,18.19,4.3,no change,challenger
Ivern,JUNGLE,52.27,5.42,3.78,no change,challenger
Janna,SUPPORT,55.87,1.22,7.44,no change,challenger
Jarvan IV,JUNGLE,61.97,0.27,3.75,no change,challenger
Jarvan IV,SUPPORT,41.67,0.27,0.67,no change,challenger
Jax,TOP,44.57,6.36,3.89,no change,challenger
Jayce,TOP,57.89,1.03,3.87,no change,challenger
Jayce,MID,45,1.03,1.13,no change,challenger
Jhin,ADC,52.51,4.13,18.11,no change,challenger
Jinx,ADC,47.83,0.22,4.98,buff,challenger
Kai'Sa,ADC,54.12,47.22,34.35,no change,challenger
Kalista,ADC,47.95,0.5,2.68,no change,challenger
Karma,TOP,56.67,0.5,1.17,no change,challenger
Karma,SUPPORT,47.13,0.5,6.38,no change,challenger
Karma,MID,47.83,0.5,1.57,no change,challenger
Karthus,JUNGLE,58.82,11.57,6.9,no change,challenger
Kassadin,MID,54.29,25.34,5.93,no change,challenger
Katarina,MID,48.35,17.24,6.78,buff,challenger
Kayle,TOP,38.1,0.43,1.16,no change,challenger
Kayn,JUNGLE,47.06,10.33,8.35,no change,challenger
Kennen,TOP,51.85,0.41,2.42,no change,challenger
Kennen,MID,46.88,0.41,0.62,no change,challenger
Kha'Zix,JUNGLE,56.94,16.29,10.77,no change,challenger
Kindred,JUNGLE,52.03,2.86,4.54,no change,challenger
Kled,TOP,50,0.6,1.96,no change,challenger
Kog'Maw,ADC,70.83,0.05,0.69,no change,challenger
LeBlanc,MID,57.5,1.79,2.53,no change,challenger
Lee Sin,JUNGLE,52.59,0.72,5.78,buff,challenger
Leona,SUPPORT,48.65,15.04,10.78,no change,challenger
Lillia,JUNGLE,45.81,7.57,10.84,no change,challenger
Lissandra,MID,55,0.2,1.41,no change,challenger
Lucian,MID,52.21,5.65,5.42,no change,challenger
Lucian,ADC,54.97,5.65,6,no change,challenger
Lulu,SUPPORT,51.88,9.23,11.49,no change,challenger
Lulu,TOP,44.83,9.23,1.05,no change,challenger
Lux,MID,37.5,0.22,2.03,no change,challenger
Malphite,TOP,43.18,12.27,7.31,no change,challenger
Malzahar,MID,50,0.99,2.34,no change,challenger
Maokai,SUPPORT,59.26,0.95,2.5,no change,challenger
Master Yi,JUNGLE,53.33,3.61,2.46,no change,challenger
Miss Fortune,ADC,47.69,0.6,8.28,no change,challenger
Mordekaiser,TOP,48.94,1.47,3.01,no change,challenger
Morgana,SUPPORT,54.35,12.04,4.12,no change,challenger
Nami,SUPPORT,47.5,0.1,4.12,no change,challenger
Nautilus,SUPPORT,51.45,6.53,7.56,no change,challenger
Neeko,MID,40,0.39,1.93,no change,challenger
Nidalee,JUNGLE,50.17,7.4,10.99,no change,challenger
Nocturne,JUNGLE,55,0.47,2.08,no change,challenger
Olaf,JUNGLE,65.17,21.09,5.4,no change,challenger
Orianna,MID,51.23,0.79,7.77,no change,challenger
Ornn,TOP,50,0.39,3.52,no change,challenger
Pantheon,TOP,58.62,16.16,2.11,no change,challenger
Pantheon,MID,45.71,16.16,2.66,no change,challenger
Pantheon,JUNGLE,51.85,16.16,1.23,no change,challenger
Pantheon,SUPPORT,37.84,16.16,2.04,no change,challenger
Poppy,TOP,49.06,0.52,2.29,no change,challenger
Pyke,SUPPORT,48.89,2.95,4.73,no change,challenger
Qiyana,MID,55,0.75,2.82,no change,challenger
Quinn,TOP,63.41,0.44,1.57,no change,challenger
Rakan,SUPPORT,62.5,0.19,5.74,no change,challenger
Rammus,JUNGLE,44.44,2.08,2.14,no change,challenger
Rek'Sai,JUNGLE,50,2.57,4.26,no change,challenger
Rell,SUPPORT,54.95,16.29,14.59,no change,challenger
Renekton,TOP,51.92,12.74,7.54,nerf,challenger
Renekton,MID,43.75,12.74,1.56,nerf,challenger
Rengar,JUNGLE,73.91,10.79,5.17,no change,challenger
Riven,TOP,57.86,4.58,7.47,no change,challenger
Riven,MID,56.25,4.58,1.07,no change,challenger
Rumble,MID,52.27,0.76,1.95,no change,challenger
Rumble,TOP,47.06,0.76,1.53,no change,challenger
Ryze,MID,47.78,0.24,3.45,no change,challenger
Ryze,TOP,47.83,0.24,0.9,no change,challenger
Samira,ADC,50.49,35.85,15.07,tweak,challenger
Senna,ADC,49.25,12.72,15.57,no change,challenger
Senna,SUPPORT,46.75,12.72,7.16,no change,challenger
Seraphine,SUPPORT,54.55,37.4,14.33,no change,challenger
Seraphine,MID,51.02,37.4,3.54,no change,challenger
Seraphine,ADC,50,37.4,2.64,no change,challenger
Sett,SUPPORT,62.64,1.1,3.27,no change,challenger
Sett,MID,43.48,1.1,1.34,no change,challenger
Sett,TOP,35.48,1.1,3.34,no change,challenger
Shaco,JUNGLE,48.15,5.1,3.41,no change,challenger
Shen,TOP,57.25,2.53,6.12,no change,challenger
Shyvana,TOP,47.06,1.28,0.54,no change,challenger
Shyvana,JUNGLE,40,1.28,3.83,no change,challenger
Sion,TOP,51.52,0.18,2.8,no change,challenger
Sivir,ADC,59.52,0.1,3.18,no change,challenger
Skarner,JUNGLE,53.19,1.37,3.56,nerf,challenger
Sona,SUPPORT,54.17,0.73,2.41,no change,challenger
Sylas,MID,51.85,2.31,5.59,no change,challenger
Sylas,TOP,56.36,2.31,2.44,no change,challenger
Syndra,MID,45.65,1.25,5.59,no change,challenger
Taliyah,JUNGLE,58.26,6.44,5.55,no change,challenger
Talon,MID,48.94,1.62,2.85,buff,challenger
Taric,SUPPORT,39.13,0.33,1.38,no change,challenger
Thresh,SUPPORT,54.26,13.02,19.8,no change,challenger
Tristana,ADC,55.06,0.78,5.02,no change,challenger
Tristana,MID,55.26,0.78,1.78,no change,challenger
Tryndamere,TOP,42.42,2.5,1.71,buff,challenger
Twisted Fate,MID,54.43,1.95,8.04,no change,challenger
Twitch,SUPPORT,61.29,6.03,1.43,no change,challenger
Twitch,ADC,51.69,6.03,5.23,no change,challenger
Udyr,JUNGLE,51.26,53.1,12.72,no change,challenger
Urgot,TOP,66.67,0.61,2.22,buff,challenger
Vayne,TOP,65.38,6.93,1.28,no change,challenger
Vayne,ADC,52.58,6.93,12.32,no change,challenger
Vel'Koz,MID,55.36,0.37,1.66,no change,challenger
Vi,JUNGLE,62.5,0.16,1.39,tweak,challenger
Viego,JUNGLE,49.19,42.52,9.17,tweak,challenger
Viego,MID,50.77,42.52,4.51,tweak,challenger
Viego,TOP,46.39,42.52,4.35,tweak,challenger
Viktor,MID,56.64,1.43,5.97,no change,challenger
Vladimir,MID,53.41,3.9,3.95,no change,challenger
Vladimir,TOP,47.69,3.9,2.19,no change,challenger
Volibear,TOP,51.92,1.53,3.97,no change,challenger
Wukong,TOP,62.5,1.99,4.21,no change,challenger
Xayah,ADC,58.46,0.35,9.42,no change,challenger
Xerath,MID,45.65,0.33,1.68,no change,challenger
Yasuo,MID,56.03,7.88,5.41,no change,challenger
Yasuo,TOP,55.88,7.88,1.3,no change,challenger
Yasuo,ADC,40,7.88,1.21,no change,challenger
Yone,MID,56.12,28.38,12.08,no change,challenger
Yone,TOP,56.45,28.38,2.68,no change,challenger
Yorick,TOP,54.55,0.25,0.92,no change,challenger
Yuumi,SUPPORT,50.43,7.54,8.51,no change,challenger
Zed,MID,44.95,12.48,7.06,no change,challenger
Ziggs,MID,45,0.05,0.65,no change,challenger
Zilean,SUPPORT,48.28,0.39,2.8,no change,challenger
Zoe,MID,58.39,4.59,6.04,no change,challenger
Aatrox,TOP,44.26,2.21,6.35,no change,challenger
Ahri,MID,60,0.75,3.92,no change,challenger
Akali,MID,35,4.12,1.37,no change,challenger
Alistar,SUPPORT,49.38,5.08,13.15,no change,challenger
Anivia,MID,44.9,11.76,4.35,no change,challenger
Aphelios,ADC,47.96,1.48,8.41,no change,challenger
Ashe,ADC,43.33,0.32,4.54,no change,challenger
Azir,MID,53.57,1.77,4.86,nerf,challenger
Bard,SUPPORT,50,2.42,7.34,no change,challenger
Blitzcrank,SUPPORT,55.56,4.18,4.46,no change,challenger
Braum,SUPPORT,41.94,0.17,1.75,no change,challenger
Caitlyn,ADC,53.19,2.24,9.5,no change,challenger
Camille,TOP,50,21.16,11.51,no change,challenger
Cassiopeia,MID,57.14,1.25,2.14,no change,challenger
Cho'Gath,TOP,36.59,0.68,2.86,no change,challenger
Cho'Gath,MID,44.74,0.68,1.01,no change,challenger
Corki,MID,61.11,0.18,2.13,no change,challenger
Darius,TOP,46.3,22.06,6.19,no change,challenger
Diana,MID,55.56,2.56,4.47,no change,challenger
Dr. Mundo,JUNGLE,48.57,1.07,3.22,no change,challenger
Draven,ADC,47.92,3.69,4.88,no change,challenger
Ekko,MID,59.62,6.15,5.25,no change,challenger
Ekko,JUNGLE,50,6.15,6.55,no change,challenger
Elise,JUNGLE,50.54,8.85,7.24,no change,challenger
Evelynn,JUNGLE,46.67,14.21,4.5,no change,challenger
Ezreal,ADC,49.18,2.92,21.69,no change,challenger
Fiddlesticks,JUNGLE,56.76,4.42,3.96,no change,challenger
Fiora,TOP,49.5,9.98,8.37,no change,challenger
Fizz,MID,56.41,7.97,3.7,no change,challenger
Galio,MID,48,3.69,5.31,no change,challenger
Galio,SUPPORT,50,3.69,4.72,no change,challenger
Gangplank,TOP,44.16,2.53,5.36,no change,challenger
Gnar,TOP,53.33,14.67,18.71,no change,challenger
Gragas,TOP,51.35,4.46,9.13,nerf,challenger
Gragas,JUNGLE,55.32,4.46,3.09,nerf,challenger
Gragas,SUPPORT,49.5,4.46,5.64,nerf,challenger
Graves,JUNGLE,54.55,8.63,13.3,no change,challenger
Hecarim,JUNGLE,53.03,25.5,12.8,no change,challenger
Illaoi,TOP,57.14,0.7,1.28,no change,challenger
Irelia,TOP,50.72,20.38,7.91,no change,challenger
Irelia,MID,42.37,20.38,3.97,no change,challenger
Janna,SUPPORT,49.44,0.85,6.66,no change,challenger
Jarvan IV,JUNGLE,57.14,0.3,5.07,no change,challenger
Jax,TOP,55,4.4,2.95,buff,challenger
Jayce,TOP,54.44,2.26,6.09,no change,challenger
Jayce,MID,47.83,2.26,1.18,no change,challenger
Jhin,ADC,54.41,2.31,14.08,no change,challenger
Jinx,ADC,49.32,4.62,14.77,no change,challenger
Kai'Sa,ADC,49.5,35.29,30.98,no change,challenger
Kalista,ADC,61.22,0.72,3.89,no change,challenger
Karma,SUPPORT,43.75,0.34,6.11,buff,challenger
Karthus,JUNGLE,50.79,17.25,6.47,no change,challenger
Kassadin,MID,40.38,23.78,6.18,no change,challenger
Katarina,MID,42.86,19.97,6.51,no change,challenger
Kayn,JUNGLE,53.68,10.84,10.49,no change,challenger
Kennen,TOP,50,0.44,2.6,no change,challenger
Kha'Zix,JUNGLE,55.24,12.14,8.78,no change,challenger
Kindred,JUNGLE,50.82,2.88,5.32,no change,challenger
LeBlanc,MID,56.52,1.67,2.76,no change,challenger
Lee Sin,JUNGLE,49.01,1.57,10.98,no change,challenger
Leona,SUPPORT,51.61,11.92,8.5,no change,challenger
Lillia,JUNGLE,50.34,8.74,11.82,no change,challenger
Lucian,MID,49.56,6.42,6.19,no change,challenger
Lucian,ADC,51.61,6.42,4.97,no change,challenger
Lucian,TOP,38.71,6.42,1.63,no change,challenger
Lulu,SUPPORT,49.54,7.91,9.98,no change,challenger
Lux,MID,62.07,0.45,2.01,no change,challenger
Malphite,TOP,57.89,11.55,6.89,no change,challenger
Malzahar,MID,32,1.05,2.08,no change,challenger
Master Yi,JUNGLE,39.13,3.16,1.73,buff,challenger
Miss Fortune,ADC,47.27,0.46,5.78,no change,challenger
Morgana,SUPPORT,50.98,11.9,5.12,no change,challenger
Nami,SUPPORT,43.9,0.1,3.56,no change,challenger
Nautilus,SUPPORT,45.88,5.17,6.97,no change,challenger
Nidalee,JUNGLE,54.97,8.47,11.48,no change,challenger
Olaf,JUNGLE,44.44,9.32,4.6,no change,challenger
Orianna,MID,53.85,1.06,7.28,no change,challenger
Ornn,TOP,65.63,0.37,3.48,no change,challenger
Pantheon,MID,60,9.48,2.31,no change,challenger
Pantheon,TOP,50,9.48,1.67,no change,challenger
Pantheon,SUPPORT,33.33,9.48,1.68,no change,challenger
Poppy,TOP,45.45,1.07,2.29,no change,challenger
Pyke,SUPPORT,51.16,3.3,4.69,tweak,challenger
Qiyana,MID,59.09,1.3,3.55,buff,challenger
Quinn,TOP,48.15,0.76,1.86,no change,challenger
Rakan,SUPPORT,56.34,0.16,5.84,no change,challenger
Rammus,JUNGLE,52.17,3.12,2.25,nerf,challenger
Rek'Sai,JUNGLE,61.43,4.45,6.11,no change,challenger
Rell,SUPPORT,50.94,30.95,14.15,nerf,challenger
Renekton,TOP,52.11,11.15,7.24,no change,challenger
Rengar,JUNGLE,50,10.78,4.77,no change,challenger
Riven,TOP,56.41,4.37,6.19,no change,challenger
Ryze,MID,51.65,0.45,5.65,no change,challenger
Ryze,TOP,46.43,0.45,1.44,no change,challenger
Samira,ADC,39.29,6.85,2.4,buff,challenger
Sejuani,JUNGLE,70,0.1,1.06,buff,challenger
Senna,SUPPORT,53.16,17.56,10.68,no change,challenger
Senna,ADC,47.25,17.56,7.89,no change,challenger
Seraphine,SUPPORT,57.14,37.56,13.28,tweak,challenger
Seraphine,ADC,60,37.56,2.88,tweak,challenger
Sett,TOP,60,1.28,3.99,no change,challenger
Sett,MID,60,1.28,1.7,no change,challenger
Sett,SUPPORT,59.38,1.28,2.41,no change,challenger
Shaco,SUPPORT,35,6.96,2.29,tweak,challenger
Shen,TOP,44.23,1.94,4.89,no change,challenger
Shyvana,JUNGLE,50,0.47,2.27,no change,challenger
Sion,TOP,56.36,0.17,4.25,no change,challenger
Sivir,ADC,52.04,1.56,8.49,no change,challenger
Skarner,JUNGLE,52.08,2.31,3.91,no change,challenger
Sona,SUPPORT,41.67,0.8,1.87,no change,challenger
Soraka,SUPPORT,43.75,0.36,2.91,no change,challenger
Sylas,MID,60.49,2.17,5.05,no change,challenger
Sylas,TOP,61.29,2.17,2.72,no change,challenger
Syndra,MID,46.75,1.41,5.03,no change,challenger
Taliyah,JUNGLE,60,1.9,4.47,no change,challenger
Talon,JUNGLE,48,6.67,0.63,no change,challenger
Thresh,SUPPORT,52.89,19.09,22.4,no change,challenger
Tristana,ADC,55.45,1.96,9.36,no change,challenger
Tristana,MID,46.15,1.96,2.67,no change,challenger
Tryndamere,TOP,30.77,3.46,2.23,no change,challenger
Twisted Fate,MID,50,2.89,7.1,no change,challenger
Twitch,ADC,44.74,7.12,4.65,tweak,challenger
Udyr,JUNGLE,56.36,69.49,10.21,nerf,challenger
Varus,ADC,53.85,0.2,2.99,no change,challenger
Vayne,TOP,65,7.7,1.5,no change,challenger
Vayne,ADC,46.6,7.7,10.19,no change,challenger
Veigar,MID,50,0.31,2.25,no change,challenger
Vel'Koz,MID,40.91,0.53,1.61,no change,challenger
Vi,JUNGLE,61.9,0.33,1.39,no change,challenger
Viego,MID,55.77,49.51,4.28,no change,challenger
Viego,JUNGLE,41.03,49.51,6.94,no change,challenger
Viego,TOP,41.38,49.51,3.07,no change,challenger
Viktor,MID,52.73,1.18,5.79,no change,challenger
Vladimir,TOP,45.24,3.15,2.37,no change,challenger
Vladimir,MID,41.51,3.15,3.09,no change,challenger
Volibear,TOP,45,1.38,3.19,no change,challenger
Wukong,TOP,59.52,1.87,3.66,no change,challenger
Xayah,ADC,41.24,0.82,8.63,no change,challenger
Xerath,MID,61.54,0.36,1.61,no change,challenger
Yasuo,MID,42.31,8.34,4.38,no change,challenger
Yone,MID,65.52,25.67,9.99,no change,challenger
Yone,TOP,48.39,25.67,2.63,no change,challenger
Yuumi,SUPPORT,52.88,6.72,7.98,no change,challenger
Zed,MID,54.05,14.39,7.4,no change,challenger
Zilean,SUPPORT,73.91,0.76,2.25,no change,challenger
